CODGEO;REG;DEP;LIBGEO;Zone en vigueur depuis le 5 juillet 2024;Reclassement juillet 2024
80416;32;80;Hangest-sur-Somme;C;Non
80417;32;80;Harbonnières;C;Non
80418;32;80;Hardecourt-aux-Bois;C;Non
80420;32;80;Harponville;C;Non
80421;32;80;Hattencourt;C;Non
80422;32;80;Hautvillers-Ouville;C;Non
80423;32;80;Havernas;C;Non
80424;32;80;Hébécourt;B2;Non
80425;32;80;Hédauville;C;Non
80426;32;80;Heilly;C;Non
80427;32;80;Hem-Hardinval;C;Non
80428;32;80;Hem-Monacu;C;Non
80429;32;80;Hénencourt;C;Non
80430;32;80;Herbécourt;C;Non
80431;32;80;Hérissart;C;Non
80432;32;80;Herleville;C;Non
80433;32;80;Herly;C;Non
80434;32;80;Hervilly;C;Non
80435;32;80;Hesbécourt;C;Non
80436;32;80;Hescamps;C;Non
80437;32;80;Heucourt-Croquoison;C;Non
80438;32;80;Heudicourt;C;Non
80439;32;80;Heuzecourt;C;Non
80440;32;80;Hiermont;C;Non
80442;32;80;Hombleux;C;Non
80443;32;80;Hornoy-le-Bourg;C;Non
80444;32;80;Huchenneville;C;Non
80445;32;80;Humbercourt;C;Non
80446;32;80;Huppy;C;Non
80449;32;80;Ignaucourt;C;Non
80450;32;80;Inval-Boiron;C;Non
80451;32;80;Irles;C;Non
80452;32;80;Jumel;C;Non
80453;32;80;Laboissière-en-Santerre;C;Non
80455;32;80;Lachapelle;C;Non
80456;32;80;Lafresguimont-Saint-Martin;C;Non
80458;32;80;Lahoussoye;C;Non
80459;32;80;Laleu;C;Non
80460;32;80;Lamaronde;C;Non
80461;32;80;Lamotte-Brebière;C;Non
80462;32;80;Lamotte-Buleux;C;Non
80463;32;80;Lamotte-Warfusée;C;Non
80464;32;80;Lanchères;C;Non
80465;32;80;Languevoisin-Quiquery;C;Non
80466;32;80;Lanches-Saint-Hilaire;C;Non
80467;32;80;Laucourt;C;Non
80468;32;80;Laviéville;C;Non
80469;32;80;Lawarde-Mauger-l'Hortoy;C;Non
80470;32;80;Léalvillers;C;Non
80472;32;80;Lesbufs;C;Non
80473;32;80;Liancourt-Fosse;C;Non
80474;32;80;Licourt;C;Non
80475;32;80;Liéramont;C;Non
80476;32;80;Liercourt;C;Non
80477;32;80;Ligescourt;C;Non
80478;32;80;Lignières;C;Non
80479;32;80;Lignières-Châtelain;C;Non
80480;32;80;Lignières-en-Vimeu;C;Non
80481;32;80;Lihons;C;Non
80482;32;80;Limeux;C;Non
80484;32;80;Liomer;C;Non
80485;32;80;Ô-de-Selle;C;Non
80486;32;80;Long;C;Non
80487;32;80;Longavesnes;C;Non
80488;32;80;Longpré-les-Corps-Saints;C;Non
80489;32;80;Longueau;B1;Non
80490;32;80;Longueval;C;Non
80491;32;80;Longuevillette;C;Non
80493;32;80;Louvencourt;C;Non
80494;32;80;Louvrechy;C;Non
80495;32;80;Lucheux;C;Non
80496;32;80;Machiel;C;Non
80497;32;80;Machy;C;Non
80498;32;80;Mailly-Maillet;C;Non
80499;32;80;Mailly-Raineval;C;Non
80500;32;80;Maisnières;C;Non
80501;32;80;Maison-Ponthieu;C;Non
80502;32;80;Maison-Roland;C;Non
80503;32;80;Maizicourt;C;Non
80504;32;80;Malpart;C;Non
80505;32;80;Carnoy-Mametz;C;Non
80507;32;80;Marcelcave;C;Non
80508;32;80;Marché-Allouarde;C;Non
80509;32;80;Marchélepot-Misery;C;Non
80511;32;80;Marestmontiers;C;Non
80512;32;80;Mareuil-Caubert;B2;Non
80513;32;80;Maricourt;C;Non
80514;32;80;Marieux;C;Non
80515;32;80;Marlers;C;Non
80516;32;80;Marquaix;C;Non
80517;32;80;Marquivillers;C;Non
80518;32;80;Martainneville;C;Non
80519;32;80;Matigny;C;Non
80520;32;80;Maucourt;C;Non
80521;32;80;Maurepas;C;Non
80522;32;80;Le Mazis;C;Non
80523;32;80;Méaulte;C;Non
80524;32;80;Méharicourt;C;Non
80525;32;80;Meigneux;C;Non
80526;32;80;Le Meillard;C;Non
80527;32;80;Méneslies;C;Non
80528;32;80;Méréaucourt;C;Non
80529;32;80;Mérélessart;C;Non
80530;32;80;Méricourt-l'Abbé;C;Non
80531;32;80;Méricourt-en-Vimeu;C;Non
80533;32;80;Mers-les-Bains;B2;Non
80535;32;80;Le Mesge;C;Non
80536;32;80;Mesnil-Bruntel;C;Non
80537;32;80;Mesnil-Domqueur;C;Non
80538;32;80;Mesnil-en-Arrouaise;C;Non
80540;32;80;Mesnil-Martinsart;C;Non
80541;32;80;Mesnil-Saint-Georges;C;Non
80542;32;80;Mesnil-Saint-Nicaise;C;Non
80543;32;80;Métigny;C;Non
80544;32;80;Mézerolles;C;Non
80545;32;80;Mézières-en-Santerre;C;Non
80546;32;80;Miannay;C;Non
80547;32;80;Millencourt;C;Non
80548;32;80;Millencourt-en-Ponthieu;C;Non
80549;32;80;Miraumont;C;Non
80550;32;80;Mirvaux;C;Non
80552;32;80;Moislains;C;Non
80553;32;80;Molliens-au-Bois;C;Non
80554;32;80;Molliens-Dreuil;C;Non
80555;32;80;Monchy-Lagache;C;Non
80556;32;80;Mons-Boubert;C;Non
80557;32;80;Estrées-Mons;C;Non
80558;32;80;Monsures;C;Non
80559;32;80;Montagne-Fayel;C;Non
80560;32;80;Montauban-de-Picardie;C;Non
80561;32;80;Montdidier;C;Non
80562;32;80;Montigny-sur-l'Hallue;C;Non
80563;32;80;Montigny-les-Jongleurs;C;Non
80565;32;80;Montonvillers;C;Non
80566;32;80;Fieffes-Montrelet;C;Non
80568;32;80;Morchain;C;Non
80569;32;80;Morcourt;C;Non
80570;32;80;Moreuil;C;Non
80571;32;80;Morisel;C;Non
80572;32;80;Morlancourt;C;Non
80573;32;80;Morvillers-Saint-Saturnin;C;Non
80574;32;80;Mouflers;C;Non
80575;32;80;Mouflières;C;Non
80576;32;80;Moyencourt;C;Non
80577;32;80;Moyencourt-lès-Poix;C;Non
80578;32;80;Moyenneville;C;Non
80579;32;80;Muille-Villette;C;Non
80580;32;80;Nampont;C;Non
80582;32;80;Namps-Maisnil;C;Non
80583;32;80;Nampty;C;Non
80584;32;80;Naours;C;Non
80585;32;80;Nesle;C;Non
80586;32;80;Nesle-l'Hôpital;C;Non
80587;32;80;Neslette;C;Non
80588;32;80;Neufmoulin;C;Non
80589;32;80;Neuilly-le-Dien;C;Non
80590;32;80;Neuilly-l'Hôpital;C;Non
80591;32;80;Neuville-au-Bois;C;Non
80592;32;80;Neuville-Coppegueule;C;Non
80593;32;80;La Neuville-lès-Bray;C;Non
80595;32;80;La Neuville-Sire-Bernard;C;Non
80596;32;80;Neuvillette;C;Non
80597;32;80;Nibas;C;Non
80598;32;80;Nouvion;C;Non
80599;32;80;Noyelles-en-Chaussée;C;Non
80600;32;80;Noyelles-sur-Mer;C;Non
80601;32;80;Nurlu;C;Non
80602;32;80;Occoches;C;Non
80603;32;80;Ochancourt;C;Non
80604;32;80;Offignies;C;Non
80605;32;80;Offoy;C;Non
80606;32;80;Oisemont;C;Non
80607;32;80;Oissy;C;Non
80609;32;80;Oneux;C;Non
80611;32;80;Oresmaux;C;Non
80613;32;80;Oust-Marest;B2;Non
80614;32;80;Outrebois;C;Non
80615;32;80;Ovillers-la-Boisselle;C;Non
80616;32;80;Pargny;C;Non
80617;32;80;Parvillers-le-Quesnoy;C;Non
80618;32;80;Pendé;C;Non
80619;32;80;Pernois;C;Non
80620;32;80;Péronne;C;Non
80621;32;80;Hypercourt;C;Non
80622;32;80;Picquigny;C;Non
80623;32;80;Piennes-Onvillers;C;Non
80624;32;80;Pierregot;C;Non
80625;32;80;Trois-Rivières;C;Non
80626;32;80;Pissy;B2;Non
80627;32;80;Plachy-Buyon;C;Non
80628;32;80;Le Plessier-Rozainvillers;C;Non
80629;32;80;Puilly;C;Non
80630;32;80;Poix-de-Picardie;C;Non
80631;32;80;Ponches-Estruval;C;Non
80632;32;80;Pont-de-Metz;B1;Non
80633;32;80;Ponthoile;C;Non
80634;32;80;Pont-Noyelles;C;Non
80635;32;80;Pont-Remy;C;Non
80637;32;80;Port-le-Grand;C;Non
80638;32;80;Potte;C;Non
80639;32;80;Poulainville;B2;Non
80640;32;80;Pozières;C;Non
80642;32;80;Prouville;C;Non
80643;32;80;Prouzel;C;Non
80644;32;80;Proyart;C;Non
80645;32;80;Puchevillers;C;Non
80646;32;80;Punchy;C;Non
80647;32;80;Puzeaux;C;Non
80648;32;80;Pys;C;Non
80649;32;80;Quend;C;Non
80650;32;80;Querrieu;C;Non
80651;32;80;Le Quesne;C;Non
80652;32;80;Le Quesnel;C;Non
80654;32;80;Quesnoy-le-Montant;C;Non
80655;32;80;Quesnoy-sur-Airaines;C;Non
80656;32;80;Quevauvillers;C;Non
80657;32;80;Quiry-le-Sec;C;Non
80658;32;80;Quivières;C;Non
80659;32;80;Raincheval;C;Non
80661;32;80;Rainneville;C;Non
80662;32;80;Ramburelles;C;Non
80663;32;80;Rambures;C;Non
80664;32;80;Rancourt;C;Non
80665;32;80;Regnière-Écluse;C;Non
80666;32;80;Remaisnil;C;Non
80667;32;80;Remaugies;C;Non
80668;32;80;Remiencourt;B2;Non
80669;32;80;Rethonvillers;C;Non
80670;32;80;Revelles;B2;Non
80671;32;80;Ribeaucourt;C;Non
80672;32;80;Ribemont-sur-Ancre;C;Non
80673;32;80;Riencourt;C;Non
80674;32;80;Rivery;B1;Non
80675;32;80;Rogy;C;Non
80676;32;80;Roiglise;C;Non
80677;32;80;Roisel;C;Non
80678;32;80;Rollot;C;Non
80679;32;80;Ronssoy;C;Non
80680;32;80;Rosières-en-Santerre;C;Non
80681;32;80;Rouvrel;C;Non
80682;32;80;Rouvroy-en-Santerre;C;Non
80683;32;80;Rouy-le-Grand;C;Non
80684;32;80;Rouy-le-Petit;C;Non
80685;32;80;Roye;C;Non
80686;32;80;Rubempré;C;Non
80687;32;80;Rubescourt;C;Non
80688;32;80;Rue;C;Non
80690;32;80;Rumigny;B2;Non
80691;32;80;Saigneville;C;Non
80692;32;80;Sailly-Flibeaucourt;C;Non
80693;32;80;Sailly-Laurette;C;Non
80694;32;80;Sailly-le-Sec;C;Non
80695;32;80;Sailly-Saillisel;C;Non
80696;32;80;Sains-en-Amiénois;B2;Non
80697;32;80;Saint-Acheul;C;Non
80698;32;80;Saint-Aubin-Montenoy;C;Non
80699;32;80;Saint-Aubin-Rivière;C;Non
80700;32;80;Saint-Blimont;C;Non
80701;32;80;Saint-Christ-Briost;C;Non
80702;32;80;Saint-Fuscien;B2;Non
80703;32;80;Saint-Germain-sur-Bresle;C;Non
80704;32;80;Saint-Gratien;C;Non
80705;32;80;Saint-Léger-lès-Authie;C;Non
80706;32;80;Saint-Léger-lès-Domart;C;Non
80707;32;80;Saint-Léger-sur-Bresle;C;Non
80708;32;80;Saint-Mard;C;Non
80709;32;80;Saint-Maulvis;C;Non
80710;32;80;Saint-Maxent;C;Non
80711;32;80;Saint-Ouen;C;Non
80713;32;80;Saint-Quentin-en-Tourmont;C;Non
80714;32;80;Saint-Quentin-la-Motte-Croix-au-Bailly;C;Non
80716;32;80;Saint-Riquier;C;Non
80717;32;80;Saint-Sauflieu;B2;Non
80718;32;80;Saint-Sauveur;C;Non
80719;32;80;Sainte-Segrée;C;Non
80721;32;80;Saint-Valery-sur-Somme;C;Non
80722;32;80;Saint-Vaast-en-Chaussée;C;Non
80723;32;80;Saisseval;C;Non
80724;32;80;Saleux;B1;Non
80725;32;80;Salouël;B1;Non
80726;32;80;Sancourt;C;Non
80728;32;80;Saulchoy-sous-Poix;C;Non
80729;32;80;Sauvillers-Mongival;C;Non
80730;32;80;Saveuse;B2;Non
80732;32;80;Senarpont;C;Non
80733;32;80;Senlis-le-Sec;C;Non
80734;32;80;Sentelie;C;Non
80735;32;80;Seux;C;Non
80736;32;80;Sorel-en-Vimeu;C;Non
80737;32;80;Sorel;C;Non
80738;32;80;Soues;C;Non
80740;32;80;Sourdon;C;Non
80741;32;80;Soyécourt;C;Non
80742;32;80;Surcamps;C;Non
80743;32;80;Suzanne;C;Non
80744;32;80;Tailly;C;Non
80746;32;80;Talmas;C;Non
80747;32;80;Templeux-la-Fosse;C;Non
80748;32;80;Templeux-le-Guérard;C;Non
80749;32;80;Terramesnil;C;Non
80750;32;80;Tertry;C;Non
80751;32;80;Thennes;C;Non
80752;32;80;Thézy-Glimont;B2;Non
80753;32;80;Thiepval;C;Non
80754;32;80;Thieulloy-l'Abbaye;C;Non
80755;32;80;Thieulloy-la-Ville;C;Non
80756;32;80;Thièvres;C;Non
80757;32;80;Thoix;C;Non
80758;32;80;Thory;C;Non
80759;32;80;Tilloloy;C;Non
80760;32;80;Tilloy-Floriville;C;Non
80762;32;80;Tincourt-Boucly;C;Non
80763;32;80;Le Titre;C;Non
80764;32;80;Tufles;C;Non
80765;32;80;Tours-en-Vimeu;C;Non
80766;32;80;Toutencourt;C;Non
80767;32;80;Le Translay;C;Non
80769;32;80;Treux;C;Non
80770;32;80;Tully;C;Non
80771;32;80;Ugny-l'Équipée;C;Non
80773;32;80;Vadencourt;C;Non
80774;32;80;Vaire-sous-Corbie;C;Non
80775;32;80;Valines;C;Non
80776;32;80;Varennes;C;Non
80777;32;80;Vauchelles-lès-Authie;C;Non
80778;32;80;Vauchelles-lès-Domart;C;Non
80779;32;80;Vauchelles-les-Quesnoy;C;Non
80780;32;80;Vaudricourt;C;Non
80781;32;80;Vauvillers;C;Non
80782;32;80;Vaux-en-Amiénois;C;Non
80783;32;80;Vaux-Marquenneville;C;Non
80784;32;80;Vaux-sur-Somme;C;Non
80785;32;80;Vecquemont;C;Non
80786;32;80;Velennes;C;Non
80787;32;80;Vercourt;C;Non
80788;32;80;Vergies;C;Non
80789;32;80;Vermandovillers;C;Non
80790;32;80;Verpillières;C;Non
80791;32;80;Vers-sur-Selle;B2;Non
80792;32;80;La Vicogne;C;Non
80793;32;80;Vignacourt;C;Non
80794;32;80;Villecourt;C;Non
80795;32;80;Ville-le-Marclet;C;Non
80796;32;80;Villeroy;C;Non
80797;32;80;Villers-aux-Érables;C;Non
80798;32;80;Villers-Bocage;C;Non
80799;32;80;Villers-Bretonneux;C;Non
80800;32;80;Villers-Campsart;C;Non
80801;32;80;Villers-Carbonnel;C;Non
80802;32;80;Villers-Faucon;C;Non
80803;32;80;Villers-lès-Roye;C;Non
80804;32;80;Villers-sous-Ailly;C;Non
80805;32;80;Villers-Tournelle;C;Non
80806;32;80;Villers-sur-Authie;C;Non
80807;32;80;Ville-sur-Ancre;C;Non
80808;32;80;Vironchaux;C;Non
80809;32;80;Vismes;C;Non
80810;32;80;Vitz-sur-Authie;C;Non
80811;32;80;Voyennes;C;Non
80812;32;80;Vraignes-en-Vermandois;C;Non
80813;32;80;Vraignes-lès-Hornoy;C;Non
80814;32;80;Vrély;C;Non
80815;32;80;Vron;C;Non
80819;32;80;Wargnies;C;Non
80820;32;80;Warloy-Baillon;C;Non
80821;32;80;Warlus;C;Non
80822;32;80;Warsy;C;Non
80823;32;80;Warvillers;C;Non
80824;32;80;Wiencourt-l'Équipée;C;Non
80825;32;80;Wiry-au-Mont;C;Non
80826;32;80;Woignarue;C;Non
80827;32;80;Woincourt;C;Non
80828;32;80;Woirel;C;Non
80829;32;80;Y;C;Non
80830;32;80;Yaucourt-Bussus;C;Non
80832;32;80;Yvrench;C;Non
80833;32;80;Yvrencheux;C;Non
80834;32;80;Yzengremer;C;Non
80835;32;80;Yzeux;C;Non
80836;32;80;Yonval;C;Non
81001;76;81;Aguts;C;Non
81002;76;81;Aiguefonde;C;Non
81003;76;81;Alban;C;Non
81004;76;81;Albi;B2;Non
81005;76;81;Albine;C;Non
81006;76;81;Algans;C;Non
81007;76;81;Alos;C;Non
81008;76;81;Almayrac;C;Non
81009;76;81;Amarens;C;Non
81010;76;81;Ambialet;C;Non
81011;76;81;Ambres;C;Non
81012;76;81;Andillac;C;Non
81013;76;81;Andouque;C;Non
81014;76;81;Anglès;C;Non
81015;76;81;Appelle;C;Non
81016;76;81;Arfons;C;Non
81017;76;81;Arifat;C;Non
81018;76;81;Arthès;B2;Non
81019;76;81;Assac;C;Non
81020;76;81;Aussac;C;Non
81021;76;81;Aussillon;C;Non
81022;76;81;Bannières;C;Non
81023;76;81;Barre;C;Non
81024;76;81;Beauvais-sur-Tescou;C;Non
81025;76;81;Belcastel;C;Non
81026;76;81;Bellegarde-Marsal;C;Non
81027;76;81;Belleserre;C;Non
81028;76;81;Berlats;C;Non
81029;76;81;Bernac;C;Non
81030;76;81;Bertre;C;Non
81031;76;81;Le Bez;C;Non
81032;76;81;Blan;C;Non
81033;76;81;Blaye-les-Mines;C;Non
81034;76;81;Boissezon;C;Non
81035;76;81;Bournazel;C;Non
81036;76;81;Bout-du-Pont-de-Larn;C;Non
81037;76;81;Brassac;C;Non
81038;76;81;Brens;C;Non
81039;76;81;Briatexte;C;Non
81040;76;81;Brousse;C;Non
81041;76;81;Broze;C;Non
81042;76;81;Burlats;B2;Non
81043;76;81;Busque;C;Non
81044;76;81;Cabanès;C;Non
81045;76;81;Les Cabannes;C;Non
81046;76;81;Cadalen;C;Non
81047;76;81;Cadix;C;Non
81048;76;81;Cagnac-les-Mines;C;Non
81049;76;81;Cahuzac;C;Non
81050;76;81;Cambon-lès-Lavaur;C;Non
81051;76;81;Cahuzac-sur-Vère;C;Non
81052;76;81;Cambon;B2;Non
81053;76;81;Cambounès;C;Non
81054;76;81;Cambounet-sur-le-Sor;B2;Non
81055;76;81;Les Cammazes;C;Non
81056;76;81;Campagnac;C;Non
81058;76;81;Carbes;C;Non
81059;76;81;Carlus;C;Non
81060;76;81;Carmaux;C;Non
81061;76;81;Castanet;C;Non
81062;76;81;Fontrieu;C;Non
81063;76;81;Castelnau-de-Lévis;B2;Non
81064;76;81;Castelnau-de-Montmiral;C;Non
81065;76;81;Castres;B2;Non
81066;76;81;Caucalières;C;Non
81067;76;81;Cestayrols;C;Non
81068;76;81;Combefa;C;Non
81069;76;81;Cordes-sur-Ciel;C;Non
81070;76;81;Coufouleux;C;Non
81071;76;81;Courris;C;Non
81072;76;81;Crespin;C;Non
81073;76;81;Crespinet;C;Non
81074;76;81;Cunac;B2;Non
81075;76;81;Cuq;C;Non
81076;76;81;Cuq-Toulza;C;Non
81077;76;81;Curvalle;C;Non
81078;76;81;Damiatte;C;Non
81079;76;81;Dénat;C;Non
81080;76;81;Donnazac;C;Non
81081;76;81;Dourgne;C;Non
81082;76;81;Le Dourn;C;Non
81083;76;81;Durfort;C;Non
81084;76;81;Escoussens;C;Non
81085;76;81;Lacapelle-Escroux;C;Non
81086;76;81;Espérausses;C;Non
81087;76;81;Fayssac;C;Non
81088;76;81;Fauch;C;Non
81089;76;81;Faussergues;C;Non
81090;76;81;Fénols;C;Non
81092;76;81;Fiac;C;Non
81093;76;81;Florentin;C;Non
81094;76;81;Fraissines;C;Non
81095;76;81;Frausseilles;C;Non
81096;76;81;Le Fraysse;C;Non
81097;76;81;Fréjairolles;C;Non
81098;76;81;Fréjeville;C;Non
81099;76;81;Gaillac;C;Non
81100;76;81;Garrevaques;C;Non
81101;76;81;Le Garric;C;Non
81102;76;81;Garrigues;C;Non
81103;76;81;Gijounet;C;Non
81104;76;81;Giroussens;C;Non
81105;76;81;Graulhet;C;Non
81106;76;81;Grazac;C;Non
81108;76;81;Itzac;C;Non
81109;76;81;Jonquières;C;Non
81110;76;81;Jouqueviel;C;Non
81111;76;81;Labarthe-Bleys;C;Non
81112;76;81;Labastide-de-Lévis;C;Non
81114;76;81;Labastide-Gabausse;C;Non
81115;76;81;Labastide-Rouairoux;C;Non
81116;76;81;Labastide-Saint-Georges;C;Non
81117;76;81;Labessière-Candeil;C;Non
81118;76;81;Laboulbène;C;Non
81119;76;81;Laboutarie;C;Non
81120;76;81;Labruguière;C;Non
81121;76;81;Lacabarède;C;Non
81122;76;81;Lacapelle-Pinet;C;Non
81123;76;81;Lacapelle-Ségalar;C;Non
81124;76;81;Lacaune;C;Non
81125;76;81;Lacaze;C;Non
81126;76;81;Lacougotte-Cadoul;C;Non
81127;76;81;Lacroisille;C;Non
81128;76;81;Lacrouzette;C;Non
81129;76;81;Lagardiolle;C;Non
81130;76;81;Lagarrigue;C;Non
81131;76;81;Lagrave;C;Non
81132;76;81;Guitalens-L'Albarède;C;Non
81133;76;81;Lamillarié;C;Non
81134;76;81;Lamontélarié;C;Non
81135;76;81;Laparrouquial;C;Non
81136;76;81;Larroque;C;Non
81137;76;81;Lasfaillades;C;Non
81138;76;81;Lasgraisses;C;Non
81139;76;81;Lautrec;C;Non
81140;76;81;Lavaur;C;Non
81141;76;81;Lédas-et-Penthiès;C;Non
81142;76;81;Lempaut;C;Non
81143;76;81;Lescout;C;Non
81144;76;81;Lescure-d'Albigeois;B2;Non
81145;76;81;Lisle-sur-Tarn;C;Non
81146;76;81;Livers-Cazelles;C;Non
81147;76;81;Lombers;C;Non
81148;76;81;Loubers;C;Non
81149;76;81;Loupiac;C;Non
81150;76;81;Lugan;C;Non
81151;76;81;Magrin;C;Non
81152;76;81;Mailhoc;C;Non
81154;76;81;Marnaves;C;Non
81156;76;81;Marssac-sur-Tarn;B2;Non
81157;76;81;Marzens;C;Non
81158;76;81;Le Masnau-Massuguiès;C;Non
81159;76;81;Massac-Séran;C;Non
81160;76;81;Massaguel;C;Non
81161;76;81;Massals;C;Non
81162;76;81;Maurens-Scopont;C;Non
81163;76;81;Mazamet;C;Non
81164;76;81;Mézens;C;Non
81165;76;81;Milhars;C;Non
81166;76;81;Milhavet;C;Non
81167;76;81;Miolles;C;Non
81168;76;81;Mirandol-Bourgnounac;C;Non
81169;76;81;Missècle;C;Non
81170;76;81;Monestiés;C;Non
81171;76;81;Montans;C;Non
81172;76;81;Montauriol;C;Non
81173;76;81;Montcabrier;C;Non
81174;76;81;Montdragon;C;Non
81175;76;81;Montdurausse;C;Non
81176;76;81;Montels;C;Non
81177;76;81;Montfa;C;Non
81178;76;81;Montgaillard;C;Non
81179;76;81;Montgey;C;Non
81180;76;81;Montirat;C;Non
81181;76;81;Montpinier;C;Non
81182;76;81;Montredon-Labessonnié;C;Non
81183;76;81;Mont-Roc;C;Non
81184;76;81;Montrosier;C;Non
81185;76;81;Montvalen;C;Non
81186;76;81;Moularès;C;Non
81187;76;81;Moulayrès;C;Non
81188;76;81;Moulin-Mage;C;Non
81189;76;81;Mouzens;C;Non
81190;76;81;Mouzieys-Teulet;C;Non
81191;76;81;Mouzieys-Panens;C;Non
81192;76;81;Murat-sur-Vèbre;C;Non
81193;76;81;Nages;C;Non
81195;76;81;Navès;C;Non
81196;76;81;Noailhac;C;Non
81197;76;81;Noailles;C;Non
81198;76;81;Orban;C;Non
81199;76;81;Padiès;C;Non
81200;76;81;Palleville;C;Non
81201;76;81;Pampelonne;C;Non
81202;76;81;Parisot;C;Non
81203;76;81;Paulinet;C;Non
81204;76;81;Payrin-Augmontel;C;Non
81205;76;81;Péchaudier;C;Non
81206;76;81;Penne;C;Non
81207;76;81;Peyregoux;C;Non
81208;76;81;Peyrole;C;Non
81209;76;81;Pont-de-Larn;C;Non
81210;76;81;Poudis;C;Non
81211;76;81;Poulan-Pouzols;C;Non
81212;76;81;Prades;C;Non
81213;76;81;Pratviel;C;Non
81214;76;81;Puéchoursi;C;Non
81215;76;81;Puybegon;C;Non
81216;76;81;Puycalvel;C;Non
81217;76;81;Puycelsi;C;Non
81218;76;81;Puygouzon;B2;Non
81219;76;81;Puylaurens;C;Non
81220;76;81;Rabastens;C;Non
81221;76;81;Rayssac;C;Non
81222;76;81;Réalmont;C;Non
81223;76;81;Le Rialet;C;Non
81224;76;81;Le Riols;C;Non
81225;76;81;Rivières;C;Non
81227;76;81;Roquecourbe;B2;Non
81228;76;81;Roquemaure;C;Non
81229;76;81;Roquevidal;C;Non
81230;76;81;Rosières;C;Non
81231;76;81;Rouairoux;C;Non
81232;76;81;Rouffiac;C;Non
81233;76;81;Terre-de-Bancalié;C;Non
81234;76;81;Roussayrolles;C;Non
81235;76;81;Saint-Affrique-les-Montagnes;C;Non
81236;76;81;Saint-Agnan;C;Non
81237;76;81;Saint-Amancet;C;Non
81238;76;81;Saint-Amans-Soult;C;Non
81239;76;81;Saint-Amans-Valtoret;C;Non
81240;76;81;Saint-André;C;Non
81242;76;81;Saint-Avit;C;Non
81243;76;81;Saint-Beauzile;C;Non
81244;76;81;Saint-Benoît-de-Carmaux;C;Non
81245;76;81;Saint-Christophe;C;Non
81246;76;81;Sainte-Cécile-du-Cayrou;C;Non
81247;76;81;Saint-Cirgue;C;Non
81248;76;81;Saint-Gauzens;C;Non
81249;76;81;Sainte-Gemme;C;Non
81250;76;81;Saint-Genest-de-Contest;C;Non
81251;76;81;Saint-Germain-des-Prés;C;Non
81252;76;81;Saint-Germier;C;Non
81253;76;81;Saint-Grégoire;C;Non
81254;76;81;Saint-Jean-de-Marcel;C;Non
81255;76;81;Saint-Jean-de-Rives;C;Non
81256;76;81;Saint-Jean-de-Vals;C;Non
81257;76;81;Saint-Juéry;B2;Non
81258;76;81;Saint-Julien-du-Puy;C;Non
81259;76;81;Saint-Julien-Gaulène;C;Non
81261;76;81;Saint-Lieux-lès-Lavaur;C;Non
81262;76;81;Saint-Marcel-Campes;C;Non
81263;76;81;Saint-Martin-Laguépie;C;Non
81264;76;81;Saint-Michel-Labadié;C;Non
81265;76;81;Saint-Michel-de-Vax;C;Non
81266;76;81;Saint-Paul-Cap-de-Joux;C;Non
81267;76;81;Saint-Pierre-de-Trivisy;C;Non
81268;76;81;Saint-Salvi-de-Carcavès;C;Non
81269;76;81;Saint-Salvy-de-la-Balme;C;Non
81270;76;81;Saint-Sernin-lès-Lavaur;C;Non
81271;76;81;Saint-Sulpice-la-Pointe;B1;Oui
81272;76;81;Saint-Urcisse;C;Non
81273;76;81;Saïx;B2;Non
81274;76;81;Saliès;C;Non
81275;76;81;Salles;C;Non
81276;76;81;Salvagnac;C;Non
81277;76;81;Saussenac;C;Non
81278;76;81;Sauveterre;C;Non
81279;76;81;La Sauzière-Saint-Jean;C;Non
81280;76;81;Le Ségur;C;Non
81281;76;81;Sémalens;C;Non
81282;76;81;Senaux;C;Non
81283;76;81;Senouillac;C;Non
81284;76;81;Le Sequestre;B2;Non
81285;76;81;Sérénac;C;Non
81286;76;81;Serviès;C;Non
81287;76;81;Sieurac;C;Non
81288;76;81;Sorèze;C;Non
81289;76;81;Soual;C;Non
81290;76;81;Souel;C;Non
81291;76;81;Taïx;C;Non
81292;76;81;Tanus;C;Non
81293;76;81;Tauriac;C;Non
81294;76;81;Técou;C;Non
81295;76;81;Teillet;C;Non
81297;76;81;Terssac;B2;Non
81298;76;81;Teulat;C;Non
81299;76;81;Teyssode;C;Non
81300;76;81;Tonnac;C;Non
81302;76;81;Tréban;C;Non
81303;76;81;Trébas;C;Non
81304;76;81;Trévien;C;Non
81305;76;81;Vabre;C;Non
81306;76;81;Valderiès;C;Non
81307;76;81;Valdurenque;C;Non
81308;76;81;Valence-d'Albigeois;C;Non
81309;76;81;Vaour;C;Non
81310;76;81;Veilhes;C;Non
81311;76;81;Vénès;C;Non
81312;76;81;Verdalle;C;Non
81313;76;81;Le Verdier;C;Non
81314;76;81;Viane;C;Non
81315;76;81;Vielmur-sur-Agout;C;Non
81316;76;81;Vieux;C;Non
81317;76;81;Villefranche-d'Albigeois;C;Non
81318;76;81;Villeneuve-lès-Lavaur;C;Non
81319;76;81;Villeneuve-sur-Vère;C;Non
81320;76;81;Vindrac-Alayrac;C;Non
81321;76;81;Le Vintrou;C;Non
81322;76;81;Virac;C;Non
81323;76;81;Viterbe;C;Non
81324;76;81;Viviers-lès-Lavaur;C;Non
81325;76;81;Viviers-lès-Montagnes;B2;Non
