,TU99,TAU99,REG,POL99,proba_zone1,proba_zone2,proba_zone3
626,5,7,42,1,0.0,0.0,1.0
627,5,7,43,1,0.0,0.0,1.0
628,5,7,52,1,0.0,0.0,1.0
629,5,7,53,1,0.0,0.0,1.0
630,5,7,54,1,0.0,0.0,1.0
631,5,7,73,1,0.0,0.0,1.0
632,5,7,82,1,0.0,0.0,1.0
633,5,7,91,1,0.0,0.0,1.0
634,5,10,11,2,0.930548310439,0.0694516895612,0.0
635,6,0,1,1,0.0,0.0,1.0
636,6,0,2,1,0.0,0.0,1.0
637,6,0,4,1,0.0,0.0,1.0
638,6,7,21,1,0.0,0.957478307985,0.0425216920154
639,6,7,31,1,0.0,0.93626848185,0.0637315181502
640,6,7,41,1,0.0,0.968904528623,0.031095471377
641,6,7,43,1,0.0,0.858905038582,0.141094961418
642,6,7,52,1,0.0,0.896335583414,0.103664416586
643,6,7,53,1,0.0,0.927820218561,0.0721797814395
644,6,7,54,1,0.0,0.495263057186,0.504736942814
645,6,7,82,1,0.0,0.920300361161,0.0796996388391
646,6,8,22,1,0.0,0.0,1.0
647,6,8,25,1,0.0,0.932835174687,0.0671648253134
648,6,8,31,1,0.0,0.97501817208,0.02498182792
649,6,8,43,1,0.0,0.968470037273,0.0315299627272
650,6,8,52,1,0.0,0.9544036079,0.0455963920999
651,6,8,54,1,0.0,0.0,1.0
652,6,8,72,1,0.0,0.941731561354,0.0582684386455
653,6,8,74,1,0.0,0.0,1.0
654,6,8,82,1,0.0,0.869755554431,0.130244445569
655,6,8,91,1,0.0,0.937085742179,0.0629142578205
656,7,8,21,1,0.0,0.970578386103,0.0294216138967
657,7,8,23,1,0.0,0.983147384997,0.0168526150032
658,7,8,24,1,0.0,0.859802136894,0.140197863106
659,7,8,26,1,0.0,1.0,0.0
660,7,8,31,1,0.0,0.798571598155,0.201428401845
661,7,8,41,1,0.0,0.838549428713,0.161450571287
662,7,8,42,1,0.0,1.0,0.0
663,7,8,52,1,0.0,0.940734334046,0.059265665954
664,7,8,53,1,0.0,0.943108811303,0.0568911886973
665,7,8,82,1,0.0,0.274260184303,0.725739815697
666,7,8,83,1,0.0,1.0,0.0
667,7,8,91,1,0.0,0.940474187674,0.059525812326
668,7,8,93,1,0.0,0.0469076997939,0.953092300206
669,7,9,23,1,0.0,0.879991666624,0.120008333376
670,7,9,31,1,0.0,0.845937669878,0.154062330122
671,7,9,42,1,0.0,0.872613085301,0.127386914699
672,7,9,52,1,0.0,0.950067077749,0.0499329222514
673,7,9,53,1,0.0,0.972210228278,0.0277897717218
674,7,9,72,1,0.0,0.955128580269,0.0448714197309
675,7,9,73,1,0.0,0.813605555706,0.186394444294
676,7,9,82,1,0.0,0.795869755967,0.204130244033
677,7,9,93,1,0.0,0.803191245546,0.196808754454
678,8,10,11,1,0.991676999761,0.00832300023948,0.0
