PSDC99;Pop_mun_2006;Zone;REG;POL99;TU99;TAU99
728;811;3;82;3;0;0
168;198;3;82;3;0;0
11436;12709;3;82;1;3;1
1408;1436;3;82;2;0;9
86;120;3;82;2;0;2
2146;2241;3;82;3;0;0
586;641;3;82;3;0;0
275;319;3;82;2;0;2
769;900;3;82;4;0;0
329;333;3;82;2;0;5
275;285;3;82;4;0;0
135;155;3;82;4;0;0
3610;3464;3;82;1;4;5
431;464;3;82;2;0;2
332;349;3;82;4;0;0
390;424;3;82;4;0;0
15;25;3;82;3;0;0
1102;1244;3;82;2;0;9
970;1074;3;82;4;0;0
69;92;3;82;2;0;6
1924;2487;3;82;2;0;7
2314;2623;3;82;2;1;6
762;802;3;82;2;1;6
1534;2332;3;82;2;0;9
529;595;3;82;3;0;0
492;553;3;82;4;0;0
817;895;3;82;1;5;6
3488;3488;3;82;1;4;5
2594;2819;3;82;2;0;9
10846;11497;3;82;4;3;0
8004;8466;3;82;1;2;2
277;291;3;82;2;0;5
394;461;3;82;4;0;0
243;267;3;82;4;0;0
613;714;3;82;2;0;7
364;356;3;82;4;1;0
340;358;3;82;2;0;7
683;707;3;82;3;0;0
221;236;3;82;2;0;6
3530;4174;2;82;1;7;9
411;440;3;82;4;0;0
145;211;3;82;2;0;9
641;749;3;82;3;0;0
692;920;3;82;2;0;9
2709;2753;3;82;1;7;9
202;222;3;82;3;0;0
94;99;3;82;3;0;0
290;302;3;82;2;0;9
40666;40156;3;82;1;5;7
824;1035;3;82;2;2;9
277;305;3;82;4;0;0
359;481;3;82;2;0;6
566;671;3;82;4;0;0
105;93;3;82;4;0;0
427;511;3;82;4;0;0
731;854;3;82;1;2;2
590;689;3;82;2;0;9
559;511;3;82;4;0;0
675;833;3;82;4;0;0
1288;1650;3;82;2;0;7
56;63;3;82;3;0;0
230;282;3;82;4;0;0
672;766;3;82;4;0;0
1288;1414;3;82;2;0;7
2283;3233;2;82;2;3;8
2390;2569;3;82;2;1;7
814;876;3;82;3;0;0
1658;2012;3;82;3;0;0
1025;1181;3;82;3;0;0
106;118;3;82;4;0;0
200;189;3;82;4;0;0
1057;1059;2;82;2;0;8
674;691;3;82;4;0;0
425;438;3;82;4;0;0
593;606;3;82;4;0;0
573;601;3;82;4;0;0
560;833;3;82;3;0;0
492;617;3;82;3;0;0
263;276;3;82;3;0;0
265;289;3;82;4;0;0
810;889;3;82;2;0;9
1370;1668;3;82;3;0;0
308;335;3;82;3;0;0
2641;2948;3;82;4;1;0
1074;1395;3;82;2;0;9
4137;4813;3;82;4;1;0
580;648;3;82;4;0;0
485;617;3;82;3;0;0
810;885;3;82;2;0;7
174;176;3;82;4;0;0
664;705;3;82;2;0;2
1200;1339;3;82;2;0;9
112;139;3;82;3;0;0
132;180;3;82;4;0;0
657;823;3;82;2;0;6
803;1118;2;82;2;0;8
369;399;3;82;4;0;0
1079;1340;3;82;2;0;9
127;141;3;82;3;0;0
116;135;3;82;3;0;0
1091;1140;3;82;3;0;0
1106;1221;2;82;2;0;8
128;119;3;82;2;0;2
69;104;3;82;3;0;0
285;362;3;82;4;0;0
649;733;3;82;3;0;0
499;514;3;82;4;0;0
862;1048;3;82;2;0;7
430;459;3;82;2;0;2
100;102;3;82;2;0;2
898;1079;3;82;4;1;0
221;198;3;82;4;0;0
73;109;3;82;4;0;0
726;835;3;82;4;0;0
904;1009;3;82;2;0;6
512;497;3;82;3;0;0
469;504;3;82;3;0;0
360;461;3;82;2;0;7
218;240;3;82;4;0;0
258;273;3;82;2;0;9
907;1091;3;82;2;0;7
308;348;3;82;2;0;2
1477;1649;3;82;2;1;6
1349;1673;2;82;2;0;8
651;768;3;82;2;0;6
2622;2954;3;82;4;1;0
404;421;3;82;4;0;0
590;662;3;82;2;0;7
304;371;3;82;2;0;2
3757;3906;2;82;1;7;9
6171;7400;2;82;2;2;8
600;756;3;82;2;0;6
968;1147;3;82;3;0;0
279;346;3;82;4;0;0
403;460;3;82;4;0;0
2186;2100;3;82;2;0;5
646;915;3;82;3;0;0
160;166;3;82;2;0;7
882;1092;3;82;3;0;0
663;760;3;82;2;0;5
1197;1462;3;82;2;0;8
642;754;3;82;2;0;7
109;128;3;82;4;0;0
592;635;3;82;2;0;9
1684;1894;3;82;2;0;6
594;795;2;82;2;0;8
2933;3112;3;82;2;1;6
7083;7661;3;82;1;6;8
50;52;3;82;3;0;0
1562;1776;3;82;2;0;7
994;1125;3;82;3;0;0
1848;1929;2;82;1;5;6
565;623;3;82;3;0;0
399;541;3;82;4;0;0
714;865;3;82;4;0;0
759;871;3;82;2;0;5
92;133;3;82;3;0;0
7733;9323;2;82;2;3;8
100;135;3;82;4;0;0
561;648;3;82;4;1;0
108;103;3;82;4;0;0
111;123;3;82;3;0;0
1598;1713;3;82;2;0;6
612;675;2;82;2;0;8
747;1079;3;82;1;4;5
333;352;3;82;4;0;0
1065;1184;3;82;3;1;0
676;731;3;82;3;0;0
3662;4125;3;82;4;1;0
62;76;3;82;3;0;0
295;299;3;82;4;0;0
466;517;3;82;4;0;0
970;937;3;82;4;0;0
95;108;3;82;4;0;0
146;151;3;82;4;0;0
1656;2140;3;82;4;0;0
178;184;3;82;3;0;0
5338;5879;2;82;1;5;6
1256;1363;3;82;2;0;7
773;937;3;82;2;1;7
330;323;3;82;2;0;7
206;227;3;82;2;0;9
1700;1950;3;82;3;1;0
135;152;3;82;4;0;0
5882;6643;3;82;3;2;0
986;1095;3;82;2;1;6
195;223;3;82;4;0;0
935;1005;3;82;4;3;0
260;257;3;82;4;0;0
226;286;3;82;2;0;9
117;124;3;82;2;0;2
481;502;2;82;2;0;8
221;225;3;82;4;0;0
1145;1239;3;82;2;0;7
597;657;3;82;2;0;7
922;1185;3;82;2;0;9
143;163;3;82;4;0;0
49;56;3;82;4;0;0
724;805;3;82;4;0;0
73;86;3;82;4;0;0
147;174;3;82;4;0;0
103;96;3;82;4;0;0
2322;2418;3;82;2;4;9
257;379;3;82;3;0;0
291;399;3;82;2;0;2
664;640;3;82;4;0;0
674;840;3;82;2;1;7
246;276;3;82;3;0;0
1598;1827;3;82;2;0;6
2164;2195;3;82;2;0;7
108;112;3;82;3;0;0
156;165;3;82;2;0;2
677;759;3;82;2;0;9
727;841;3;82;2;0;7
1265;1527;3;82;2;0;5
2120;2382;2;82;1;7;9
498;564;3;82;2;0;2
483;641;3;82;2;0;5
1204;1305;3;82;2;0;7
114;131;3;82;4;0;0
931;1100;3;82;3;0;0
6840;7384;3;82;2;2;9
727;795;3;82;2;0;7
1911;1993;3;82;3;0;0
312;376;3;82;4;0;0
2109;2155;3;82;2;0;9
8539;8847;2;82;1;7;9
1430;1694;3;82;1;7;9
572;647;3;82;4;0;0
1421;1549;3;82;2;0;7
386;461;3;82;4;0;0
282;330;3;82;4;0;0
908;1041;3;82;3;0;0
489;647;3;82;2;0;7
221;217;3;82;2;0;9
578;591;3;82;2;0;9
6454;6478;2;82;1;7;9
2830;3697;3;82;3;1;0
619;860;3;82;2;0;7
3652;3534;3;82;4;1;0
1994;2271;3;82;2;1;7
952;1045;3;82;4;0;0
204;241;3;82;3;0;0
3902;3693;3;82;4;1;0
393;528;3;82;3;0;0
1231;1500;3;82;4;0;0
1236;1449;3;82;4;0;0
617;671;3;82;4;1;0
2157;2278;2;82;1;7;9
1360;1485;3;82;2;0;9
87;127;3;82;4;0;0
78;89;3;82;4;0;0
120;131;3;82;3;0;0
2663;3053;2;82;1;6;8
264;285;3;82;4;0;0
24162;23618;3;82;1;4;5
467;507;3;82;2;0;6
909;1018;2;82;1;7;9
320;333;3;82;2;0;2
1579;1843;2;82;2;0;8
5534;6106;3;82;1;5;7
1103;1189;3;82;2;2;9
721;816;3;82;3;0;0
141;141;3;82;4;0;0
158;165;3;82;4;0;0
646;779;3;82;2;0;2
337;349;3;82;4;0;0
299;308;3;82;2;0;7
637;738;3;82;2;0;9
83;78;3;82;4;0;0
417;512;3;82;2;0;9
321;403;3;82;4;0;0
2019;2296;3;82;2;0;7
122;148;3;82;2;0;2
1360;1550;3;82;4;0;0
2307;2442;3;82;4;1;0
2004;2102;3;82;4;1;0
1484;1496;3;82;2;1;6
913;880;3;82;4;1;0
629;731;2;82;2;0;8
58;76;3;82;3;0;0
242;245;3;82;2;0;2
33;34;3;82;3;0;0
191;199;3;82;2;0;7
4261;4811;2;82;1;6;8
1152;1399;3;82;3;0;0
126;128;3;82;2;0;2
219;264;3;82;2;0;7
498;640;3;82;2;0;9
367;409;3;82;4;0;0
2845;3102;3;82;2;1;6
492;630;3;82;2;1;7
3683;3955;2;82;1;7;9
715;859;3;82;4;0;0
839;937;3;82;2;0;9
522;571;3;82;4;0;0
147;148;3;82;3;0;0
188;172;3;82;4;0;0
133;175;3;82;4;0;0
507;547;3;82;2;1;6
3101;3005;3;82;2;1;9
402;497;3;82;2;0;6
191;300;3;82;3;0;0
965;973;3;82;2;0;7
817;1072;3;82;4;1;0
582;705;3;82;4;0;0
1282;1358;3;82;2;0;9
102;116;3;82;2;0;2
132;137;3;82;2;0;2
468;517;3;82;2;0;9
1314;1515;3;82;2;0;6
4921;4967;3;82;1;5;7
1944;2053;3;82;1;3;1
666;792;3;82;2;0;7
1544;1751;2;82;1;7;9
2259;2577;3;82;4;1;0
402;388;3;82;2;0;9
2046;2354;3;82;2;0;7
1179;1371;3;82;4;0;0
386;495;3;82;3;0;0
1118;1332;3;82;1;7;9
6383;7865;2;82;1;6;8
363;391;3;82;2;0;6
161;188;3;82;3;0;0
476;496;3;82;4;0;0
307;357;3;82;2;0;2
215;240;3;82;2;0;9
1182;1390;2;82;2;0;8
1082;1375;3;82;2;0;9
554;584;3;82;2;0;9
1450;1533;3;82;3;1;0
579;684;3;82;3;0;0
958;1009;3;82;2;0;6
535;787;3;82;2;0;9
514;550;3;82;2;0;7
527;632;3;82;4;0;0
789;871;3;82;1;5;7
1655;1718;3;82;1;4;6
1059;1184;3;82;2;0;9
332;429;3;82;3;0;0
1050;1068;3;82;4;0;0
1302;1505;3;82;2;0;7
652;767;3;82;2;0;7
4020;3903;2;82;1;7;9
1949;2304;3;82;2;0;9
604;664;3;82;3;0;0
546;735;3;82;4;0;0
489;797;3;82;3;0;0
253;304;3;82;2;0;9
1187;1429;3;82;3;0;0
2065;2166;3;82;4;0;0
813;818;3;82;2;0;7
939;1062;3;82;3;2;0
103;124;3;82;2;0;7
935;966;3;82;4;0;0
1537;1822;3;82;3;0;0
804;870;3;82;2;0;9
285;282;3;82;2;0;7
422;627;3;82;2;0;5
416;502;3;82;3;0;0
973;1040;3;82;4;0;0
1015;1118;2;82;2;0;8
875;1140;3;82;2;0;9
1348;1512;2;82;2;0;8
123;141;3;82;4;0;0
1247;1517;2;82;1;6;8
545;637;3;82;4;0;0
960;1073;3;82;4;0;0
79;111;3;82;4;0;0
914;1135;3;82;2;0;7
135;151;3;82;4;0;0
801;902;3;82;4;1;0
638;652;3;82;3;0;0
125;118;3;82;4;0;0
302;315;3;82;3;0;0
221;256;3;82;3;0;0
485;558;3;82;4;0;0
69;73;3;82;4;0;0
218;217;3;82;4;0;0
402;453;3;82;4;0;0
1086;1100;3;82;4;0;0
299;310;3;82;4;0;0
949;1062;3;82;2;0;9
4063;4746;2;82;1;6;8
1358;1465;3;82;4;1;0
646;663;3;82;3;0;0
1115;1327;3;82;2;0;7
727;736;2;82;1;7;9
1527;1609;3;82;2;0;9
300;305;3;82;2;0;7
1910;2000;3;82;2;0;7
6392;6812;2;82;1;7;9
67;93;3;82;4;0;0
510;580;3;82;2;0;7
385;544;3;82;3;0;0
1003;1090;3;82;3;0;0
192;237;3;82;2;0;7
127;195;3;82;4;0;0
255;327;3;82;2;0;9
1712;2027;2;82;2;0;8
449;508;2;82;2;0;8
191;199;3;82;4;0;0
113;93;3;82;2;0;6
537;651;3;82;4;0;0
311;366;3;82;4;0;0
4190;4303;3;82;2;1;9
954;1082;3;82;4;0;0
455;533;3;82;2;0;7
939;1259;3;82;2;0;9
1102;1184;3;82;3;0;0
268;340;3;82;4;0;0
472;635;3;82;2;0;9
2407;2749;3;82;2;0;9
5288;5665;3;82;1;5;7
949;1042;3;82;3;0;0
281;310;3;82;4;0;0
643;725;3;82;2;0;2
89;62;3;82;3;0;0
2422;2623;3;82;4;0;0
447;474;3;22;2;0;3
540;533;3;22;3;0;0
951;907;3;22;2;0;6
211;189;3;22;4;0;0
359;342;3;22;2;0;8
291;297;3;22;4;0;0
94;104;3;22;3;0;0
242;257;3;22;3;0;0
465;488;3;22;2;0;7
117;164;3;22;3;0;0
1112;1147;3;22;2;0;6
84;65;3;22;2;0;6
387;395;3;22;2;0;8
626;706;3;22;3;0;0
78;65;3;22;3;0;0
159;172;3;22;1;4;3
268;279;3;22;3;0;0
1903;1900;3;22;3;1;0
383;375;3;22;3;0;0
505;509;3;22;4;0;0
83;92;3;22;4;0;0
369;420;3;22;4;0;0
105;101;3;22;3;0;0
50;48;3;22;3;0;0
338;354;3;22;2;0;7
145;159;3;22;3;0;0
266;249;3;22;3;0;0
2132;2230;3;22;2;1;5
397;403;3;22;2;0;7
272;301;3;22;4;0;0
713;704;3;22;4;0;0
271;247;3;22;4;0;0
114;116;3;22;3;0;0
98;101;3;22;3;0;0
207;240;3;22;4;0;0
70;71;3;22;3;0;0
1218;1315;3;22;2;0;5
74;74;3;22;4;0;0
162;166;3;22;4;0;0
142;175;3;22;4;0;0
760;820;3;22;1;3;3
381;372;3;22;3;0;0
62;71;3;22;2;0;6
32;24;3;22;4;0;0
533;570;3;22;2;0;5
133;148;3;22;2;0;5
109;111;3;22;2;0;5
669;699;3;22;3;0;0
313;300;3;22;4;0;0
356;376;3;22;3;0;0
144;137;3;22;3;0;0
238;284;3;22;4;0;0
383;440;3;22;3;0;0
118;102;3;22;4;0;0
137;149;3;22;4;0;0
1498;1530;3;22;4;0;0
704;782;3;22;3;0;0
2977;2719;3;22;1;4;3
306;283;3;22;2;0;7
274;279;3;22;4;0;0
135;132;3;22;2;0;4
410;391;3;22;2;0;7
4031;3969;3;22;1;4;6
680;643;3;22;2;0;7
187;199;3;22;2;0;7
195;199;3;22;4;0;0
93;87;3;22;4;0;0
100;118;3;22;4;0;0
455;444;3;22;2;0;7
582;591;3;22;4;1;0
161;164;3;22;3;0;0
528;521;3;22;2;0;8
515;541;3;22;3;0;0
200;206;3;22;2;0;7
70;125;3;22;2;0;8
395;396;3;22;2;0;6
133;154;3;22;3;0;0
146;148;3;22;4;0;0
350;350;3;22;2;0;5
368;384;3;22;2;0;3
83;116;3;22;4;0;0
640;701;3;22;2;0;4
204;238;3;22;2;0;10
477;640;3;22;2;0;4
941;928;3;22;1;3;3
25;25;3;22;2;0;6
76;75;3;22;2;0;5
1189;1119;3;22;2;1;6
201;220;3;22;4;0;0
94;96;3;22;3;0;0
1193;1252;3;22;3;0;0
381;379;3;22;1;4;4
6600;6300;3;22;4;2;0
172;163;3;22;3;0;0
225;233;3;22;4;0;0
374;403;3;22;3;0;0
199;195;3;22;2;0;4
124;120;3;22;4;0;0
190;206;3;22;4;0;0
161;157;3;22;3;0;0
1288;1276;3;22;4;1;0
110;111;3;22;2;0;8
183;206;3;22;2;0;4
678;730;3;22;4;0;0
83;90;3;22;3;0;0
121;128;3;22;2;0;5
508;515;3;22;4;0;0
2069;2099;3;22;4;1;0
675;644;3;22;4;0;0
636;626;3;22;4;0;0
1236;1260;3;22;1;4;4
195;211;3;22;3;0;0
153;154;3;22;4;0;0
68;77;3;22;2;0;7
131;119;3;22;2;0;6
318;340;3;22;2;0;4
190;181;3;22;4;0;0
238;267;3;22;4;0;0
69;59;3;22;2;0;5
301;318;3;22;2;0;7
626;637;3;22;2;0;7
183;200;3;22;2;0;10
511;536;3;22;4;0;0
217;210;3;22;4;0;0
1512;1579;3;22;2;0;5
19;20;3;22;4;0;0
229;207;3;22;4;0;0
1958;1964;3;22;1;4;6
170;179;3;22;2;0;5
418;420;3;22;4;0;0
892;879;3;22;4;3;0
1203;1195;3;22;4;0;0
154;148;3;22;4;0;0
101;109;3;22;2;0;10
169;178;3;22;2;0;6
426;415;3;22;3;0;0
424;438;3;22;3;0;0
2007;1914;3;22;4;0;0
164;213;3;22;2;0;7
218;201;3;22;4;0;0
121;111;3;22;2;0;7
474;547;3;22;2;0;3
77;76;3;22;4;0;0
81;103;3;22;2;0;10
205;245;3;22;2;0;6
48;56;3;22;2;0;7
54;64;3;22;2;0;5
114;114;3;22;2;0;5
80;85;3;22;4;0;0
437;437;3;22;2;0;5
339;309;3;22;2;0;6
175;182;3;22;2;0;5
222;210;3;22;2;0;5
785;760;3;22;1;4;5
204;234;3;22;2;0;5
275;285;3;22;4;0;0
522;541;3;22;4;1;0
209;183;3;22;4;0;0
218;264;3;22;3;0;0
2727;2706;3;22;3;2;0
282;321;3;22;3;0;0
1749;1703;3;22;1;4;3
370;350;3;22;2;0;4
709;774;3;22;2;0;6
14967;14622;3;22;1;4;4
88;82;3;22;4;0;0
128;135;3;22;2;0;7
82;84;3;22;2;0;8
282;265;3;22;3;0;0
12523;12653;3;22;1;3;3
793;742;3;22;3;0;0
153;154;3;22;2;0;6
182;187;3;22;3;0;0
131;118;3;22;2;0;5
70;81;3;22;2;0;5
309;330;3;22;4;0;0
645;658;3;22;2;0;5
114;101;3;22;4;0;0
155;144;3;22;4;0;0
196;195;3;22;2;0;5
368;354;3;22;4;0;0
346;377;3;22;2;0;10
1323;1327;3;22;3;0;0
1034;1050;3;22;1;4;4
161;173;3;22;4;0;0
339;345;3;22;3;0;0
575;592;3;22;2;0;6
542;487;3;22;2;0;5
318;370;3;22;3;0;0
62;72;3;22;4;0;0
246;227;3;22;4;0;0
649;808;3;22;2;0;6
304;351;3;22;2;0;5
497;528;3;22;4;0;0
272;237;3;22;2;0;6
509;514;3;22;2;0;7
131;135;3;22;4;0;0
432;471;3;22;3;0;0
1156;1218;3;22;3;0;0
73;81;3;22;4;0;0
145;148;3;22;2;0;5
95;71;3;22;4;0;0
155;169;3;22;2;0;3
201;244;3;22;2;0;8
626;633;3;22;3;0;0
358;357;3;22;2;0;6
260;248;3;22;2;0;8
686;700;3;22;1;4;3
266;306;3;22;2;0;4
74;72;3;22;2;0;7
633;693;3;22;3;0;0
306;309;3;22;3;0;0
995;1041;3;22;4;0;0
612;577;3;22;2;0;5
176;193;3;22;4;0;0
370;419;3;22;4;0;0
144;170;3;22;2;0;10
31;35;3;22;3;0;0
269;273;3;22;2;0;4
295;321;3;22;4;0;0
98;92;3;22;2;0;10
1659;1705;3;22;1;4;6
113;113;3;22;4;0;0
295;297;3;22;2;0;4
66;75;3;22;3;0;0
190;195;3;22;2;0;6
1015;1414;3;22;3;0;0
359;351;3;22;4;0;0
102;118;3;22;4;0;0
67;65;3;22;3;0;0
111;100;3;22;2;0;8
290;327;3;22;3;0;0
1550;1488;3;22;4;0;0
1710;1821;3;22;2;0;5
1069;1100;3;22;2;0;4
220;229;3;22;2;0;7
91;93;3;22;4;0;0
628;644;3;22;2;0;10
2619;2621;3;22;1;4;6
64;56;3;22;4;0;0
1496;1698;3;22;1;4;6
503;546;3;22;4;0;0
143;159;3;22;4;0;0
110;108;3;22;3;0;0
42;77;3;22;2;0;8
40;40;3;22;4;0;0
59;67;3;22;4;0;0
352;333;3;22;2;0;6
98;110;3;22;3;0;0
127;136;3;22;3;0;0
159;133;3;22;4;0;0
403;381;3;22;1;5;7
418;419;3;22;2;0;10
380;420;3;22;4;0;0
560;554;3;22;1;4;3
399;396;3;22;2;0;5
165;196;3;22;3;0;0
102;95;3;22;4;0;0
755;764;3;22;4;0;0
111;84;3;22;4;0;0
45;56;3;22;4;0;0
279;303;3;22;3;0;0
530;618;3;22;2;0;10
142;149;3;22;4;0;0
150;144;3;22;2;0;7
149;149;3;22;4;0;0
79;78;3;22;3;0;0
177;177;3;22;4;0;0
203;202;3;22;4;0;0
403;359;3;22;4;0;0
125;115;3;22;4;0;0
333;321;3;22;2;0;6
49;46;3;22;4;0;0
534;564;3;22;2;0;4
332;350;3;22;2;0;4
231;259;3;22;3;0;0
349;372;3;22;2;0;5
300;289;3;22;3;0;0
123;101;3;22;4;0;0
866;862;3;22;4;0;0
1196;1143;3;22;2;0;7
377;355;3;22;2;0;7
370;420;3;22;3;0;0
2486;2444;3;22;1;4;4
446;412;3;22;2;0;7
1313;1235;3;22;1;4;4
584;557;3;22;4;0;0
199;207;3;22;2;0;5
933;868;3;22;4;0;0
1105;1081;3;22;2;0;7
85;88;3;22;2;0;4
1670;1642;3;22;4;1;0
549;533;3;22;2;0;8
280;302;3;22;3;0;0
319;340;3;22;3;0;0
580;538;3;22;1;5;7
2817;2935;3;22;1;4;3
3356;3313;3;22;4;1;0
567;589;3;22;4;0;0
2109;2292;3;22;3;1;0
463;479;3;22;4;0;0
509;523;3;22;2;0;5
253;271;3;22;2;0;7
89;119;3;22;2;0;5
1099;1053;3;22;4;0;0
464;425;3;22;4;0;0
1520;1578;3;22;3;0;0
148;142;3;22;3;0;0
197;197;3;22;2;0;7
1490;1530;3;22;3;0;0
554;514;3;22;2;0;7
274;287;3;22;2;0;7
811;932;3;22;4;1;0
382;385;3;22;2;0;7
119;110;3;22;2;0;7
272;279;3;22;4;0;0
171;177;3;22;4;0;0
532;542;3;22;2;0;6
143;175;3;22;4;0;0
620;595;3;22;2;0;4
433;417;3;22;2;0;5
435;455;3;22;2;0;7
123;125;3;22;4;0;0
263;238;3;22;3;0;0
151;148;3;22;4;0;0
3272;2992;3;22;4;1;0
184;216;3;22;3;0;0
774;851;3;22;3;0;0
216;205;3;22;4;0;0
209;190;3;22;3;0;0
641;671;3;22;2;0;10
5621;5702;3;22;1;5;7
315;304;3;22;4;0;0
151;156;3;22;4;0;0
67;66;3;22;2;0;7
55;69;3;22;2;0;8
37;40;3;22;3;0;0
662;697;3;22;2;0;5
452;469;3;22;2;0;4
143;204;3;22;3;0;0
74;72;3;22;3;0;0
147;131;3;22;3;0;0
68;94;3;22;4;0;0
649;621;3;22;4;0;0
325;316;3;22;2;0;5
97;90;3;22;4;0;0
739;845;3;22;2;0;7
159;197;3;22;3;0;0
78;75;3;22;4;0;0
350;364;3;22;4;0;0
906;886;3;22;1;5;7
2203;2149;3;22;2;1;8
5901;5532;3;22;4;2;0
221;251;3;22;3;0;0
447;432;3;22;4;0;0
224;232;3;22;2;0;8
278;259;3;22;4;0;0
162;160;3;22;2;0;7
573;598;3;22;3;0;0
264;255;3;22;4;0;0
559;538;3;22;2;0;7
1803;1767;3;22;1;5;7
359;340;3;22;3;0;0
232;225;3;22;4;0;0
832;770;3;22;2;0;7
146;124;3;22;2;0;10
172;186;3;22;3;0;0
153;145;3;22;4;0;0
164;168;3;22;4;0;0
243;231;3;22;4;0;0
41;38;3;22;2;0;7
10337;9660;3;22;4;3;0
1334;1364;3;22;2;0;7
1462;1439;3;22;2;0;7
57;62;3;22;4;0;0
193;180;3;22;4;0;0
225;226;3;22;4;0;0
1048;1111;3;22;2;0;7
172;168;3;22;4;0;0
618;637;3;22;3;0;0
263;240;3;22;2;0;7
213;215;3;22;4;0;0
332;326;3;22;2;0;7
151;164;3;22;3;0;0
119;149;3;22;3;0;0
68;70;3;22;3;0;0
1289;1250;3;22;3;1;0
275;291;3;22;2;0;6
370;444;3;22;2;0;8
145;122;3;22;3;0;0
221;234;3;22;4;0;0
63;57;3;22;2;0;7
277;294;3;22;4;0;0
173;154;3;22;4;0;0
530;512;3;22;4;0;0
128;118;3;22;3;0;0
185;183;3;22;2;0;5
26265;26522;3;22;1;4;5
292;287;3;22;4;0;0
259;244;3;22;2;0;10
179;218;3;22;3;0;0
69;92;3;22;3;0;0
213;242;3;22;2;0;5
209;212;3;22;4;0;0
99;135;3;22;3;0;0
474;449;3;22;4;0;0
107;90;3;22;4;0;0
212;182;3;22;4;0;0
282;270;3;22;4;0;0
750;797;3;22;2;0;7
81;83;3;22;2;0;6
848;862;3;22;4;0;0
418;420;3;22;2;0;6
113;107;3;22;2;0;6
171;160;3;22;4;0;0
577;601;3;22;2;0;7
115;137;3;22;3;0;0
80;88;3;22;3;0;0
132;121;3;22;2;0;5
1327;1202;3;22;3;0;0
443;448;3;22;3;0;0
153;175;3;22;4;0;0
232;247;3;22;4;1;0
200;223;3;22;3;0;0
73;75;3;22;4;0;0
294;277;3;22;3;0;0
406;452;3;22;3;0;0
122;138;3;22;2;0;8
216;212;3;22;3;0;0
77;81;3;22;4;0;0
166;176;3;22;2;0;4
145;133;3;22;4;0;0
279;286;3;22;4;0;0
87;104;3;22;2;0;7
155;159;3;22;3;0;0
122;136;3;22;3;0;0
56;65;3;22;3;0;0
362;394;3;22;4;0;0
141;132;3;22;2;0;7
194;234;3;22;2;0;7
353;393;3;22;3;0;0
363;402;3;22;2;0;8
181;202;3;22;4;0;0
344;319;3;22;3;0;0
381;360;3;22;3;0;0
240;265;3;22;4;0;0
184;167;3;22;2;0;7
233;207;3;22;4;0;0
326;331;3;22;3;0;0
184;218;3;22;4;0;0
88;95;3;22;4;0;0
325;323;3;22;2;0;6
416;459;3;22;2;0;10
124;135;3;22;4;0;0
55;39;3;22;4;0;0
2529;2432;3;22;4;1;0
429;420;3;22;4;0;0
460;452;3;22;4;0;0
122;111;3;22;2;0;5
420;404;3;22;3;0;0
176;174;3;22;3;0;0
346;386;3;22;3;0;0
275;375;3;22;2;0;8
653;664;3;22;4;0;0
919;930;3;22;1;4;6
218;258;3;22;2;0;5
69;79;3;22;4;0;0
289;289;3;22;3;0;0
426;441;3;22;2;0;7
60;61;3;22;4;0;0
567;540;3;22;2;0;7
461;500;3;22;2;0;4
102;102;3;22;3;0;0
95;100;3;22;2;0;5
667;698;3;22;2;0;6
151;152;3;22;4;0;0
276;288;3;22;2;0;5
154;132;3;22;2;0;5
330;336;3;22;4;0;0
426;442;3;22;3;0;0
230;237;3;22;2;0;5
142;128;3;22;4;0;0
941;1000;3;22;4;0;0
70;89;3;22;2;0;10
947;1064;3;22;2;0;5
671;695;3;22;4;0;0
35;36;3;22;3;0;0
909;822;3;22;2;0;7
65;67;3;22;2;0;5
1690;1654;3;22;4;1;0
919;891;3;22;4;1;0
1476;1646;3;22;3;1;0
165;171;3;22;3;0;0
185;195;3;22;3;0;0
40;34;3;22;4;0;0
106;111;3;22;2;0;5
142;150;3;22;2;0;4
121;158;3;22;2;0;4
274;285;3;22;2;0;7
239;264;3;22;2;0;10
192;169;3;22;4;0;0
635;657;3;22;4;1;0
56;54;3;22;3;0;0
62;69;3;22;4;0;0
312;312;3;22;4;0;0
255;253;3;22;3;0;0
189;168;3;22;4;0;0
633;645;3;22;4;0;0
1197;1333;3;22;2;0;10
76;70;3;22;4;0;0
40;51;3;22;4;0;0
538;607;3;22;2;0;4
578;563;3;22;2;0;7
96;92;3;22;4;0;0
417;428;3;22;4;0;0
253;245;3;22;3;0;0
213;211;3;22;2;0;5
81;98;3;22;4;0;0
113;130;3;22;4;0;0
1002;997;3;22;2;0;7
100;127;3;22;3;0;0
36;41;3;22;4;0;0
133;135;3;22;4;0;0
76;77;3;22;2;0;6
134;138;3;22;2;0;6
76;73;3;22;3;0;0
681;683;3;22;2;0;7
1073;1120;3;22;1;4;4
492;452;3;22;2;0;8
92;89;3;22;2;0;3
2088;2124;3;22;4;0;0
617;633;3;22;4;0;0
196;186;3;22;4;0;0
152;164;3;22;3;0;0
50;61;3;22;4;0;0
348;376;3;22;4;0;0
908;849;3;22;1;5;7
78;77;3;22;2;0;5
91;108;3;22;2;0;6
196;198;3;22;3;0;0
250;257;3;22;4;0;0
1032;1061;3;22;1;4;4
2049;2131;3;22;3;2;0
92;92;3;22;4;0;0
122;147;3;22;3;0;0
2917;2850;3;22;4;1;0
500;528;3;22;3;0;0
275;279;3;22;3;0;0
