PSDC99;Pop_mun_2006;Zone;REG;POL99;TU99;TAU99
424;416;3;73;4;0;0
249;312;3;73;4;0;0
237;244;3;73;4;0;0
208;204;3;73;4;0;0
550;527;3;73;4;0;0
1248;1260;3;73;4;0;0
1467;1522;3;73;4;0;0
605;701;3;73;4;0;0
99;114;3;73;4;0;0
692;723;3;73;4;1;0
326;313;3;73;4;0;0
340;313;3;73;4;0;0
231;242;3;73;4;0;0
683;699;3;73;4;0;0
268;262;3;73;4;0;0
454;421;3;73;4;0;0
1126;1075;3;73;2;0;2
1174;1325;3;73;2;0;6
4717;5258;3;73;2;1;6
314;324;3;73;4;0;0
462;452;3;73;4;0;0
905;928;3;73;2;0;2
504;590;3;73;2;0;6
1532;1613;3;73;3;0;0
132;142;3;73;4;0;0
823;885;3;73;4;0;0
238;219;3;73;4;0;0
454;499;3;73;4;0;0
102;71;3;73;4;0;0
155;145;3;73;4;0;0
21339;22133;3;73;1;4;4
1809;2060;3;73;1;4;6
159;156;3;73;4;0;0
1315;1321;3;73;4;0;0
147;149;3;73;4;0;0
465;515;3;73;2;0;2
240;247;3;73;4;0;0
135;131;3;73;4;0;0
388;392;3;73;4;0;0
581;667;3;73;4;0;0
303;277;3;73;4;0;0
550;571;3;73;4;0;0
1279;1377;3;73;2;0;6
215;234;3;73;4;0;0
527;547;3;73;2;0;2
264;271;3;73;2;0;4
476;553;3;73;4;0;0
1109;1100;3;73;2;0;6
212;207;3;73;4;0;0
880;822;3;73;4;0;0
272;279;3;73;2;0;6
130;109;3;73;4;0;0
744;751;3;73;4;0;0
846;907;3;73;4;0;0
1796;1944;3;73;4;0;0
296;311;3;73;4;0;0
454;530;3;73;4;0;0
570;565;3;73;4;0;0
193;183;3;73;4;0;0
3020;3133;3;73;1;4;6
120;140;3;73;4;0;0
9922;10418;3;73;1;4;6
223;278;3;73;4;0;0
312;355;3;73;2;0;4
109;110;3;73;4;0;0
70;68;3;73;4;0;0
229;204;3;73;4;0;0
273;264;3;73;4;0;0
228;230;3;73;4;0;0
152;156;3;73;4;0;0
1414;1542;3;73;4;0;0
186;209;3;73;4;0;0
402;415;3;73;4;0;0
293;282;3;73;4;0;0
389;372;3;73;4;0;0
290;279;3;73;4;0;0
273;317;3;73;4;0;0
190;197;3;73;4;0;0
239;266;3;73;4;0;0
644;764;3;73;4;0;0
301;268;3;73;4;0;0
428;460;3;73;4;0;0
2060;2118;3;73;4;0;0
2157;2066;3;73;4;0;0
1658;1820;3;73;4;0;0
961;1013;3;73;2;0;4
889;943;3;73;2;0;6
23707;24028;3;73;1;4;6
679;690;3;73;4;0;0
172;195;3;73;2;0;4
626;698;3;73;2;0;2
429;485;3;73;4;0;0
407;366;3;73;4;0;0
7507;8022;3;73;4;2;0
771;772;3;73;4;0;0
373;408;3;73;4;0;0
117;124;3;73;4;0;0
95;98;3;73;4;0;0
525;514;3;73;4;0;0
532;546;3;73;4;0;0
1002;1046;3;73;3;0;0
1257;1387;3;73;4;2;0
632;699;3;73;2;0;2
766;794;3;73;4;0;0
327;329;3;73;4;0;0
221;240;3;73;4;0;0
401;381;3;73;4;0;0
196;198;3;73;4;0;0
1027;1020;3;73;4;0;0
1841;1996;3;73;4;0;0
1301;1635;3;73;2;0;4
500;463;3;73;4;0;0
163;171;3;73;4;0;0
317;330;3;73;4;0;0
163;242;3;73;4;0;0
390;463;3;73;4;0;0
642;683;3;73;4;0;0
218;257;3;73;4;0;0
257;231;3;73;4;0;0
441;487;3;73;2;0;6
222;208;3;73;4;0;0
152;155;3;73;4;0;0
619;647;3;73;4;0;0
301;337;3;73;4;0;0
208;219;3;73;4;0;0
445;444;3;73;4;0;0
1355;1536;3;73;2;0;6
297;314;3;73;2;0;2
794;759;3;73;4;0;0
715;820;3;73;4;0;0
432;410;3;73;4;0;0
534;569;3;73;4;0;0
365;353;3;73;4;0;0
530;652;3;73;4;0;0
218;226;3;73;4;0;0
228;236;3;73;4;0;0
329;364;3;73;4;0;0
383;391;3;73;4;0;0
1088;1066;3;73;4;0;0
1800;1935;3;73;2;0;6
728;703;3;73;4;0;0
353;405;3;73;4;0;0
624;692;3;73;4;0;0
1062;1067;3;73;4;0;0
506;599;3;73;4;0;0
189;187;3;73;4;0;0
139;134;3;73;4;0;0
832;803;3;73;4;0;0
540;594;3;73;2;0;2
2717;2913;3;73;2;1;6
482;506;3;73;4;0;0
623;595;3;73;4;0;0
713;675;3;73;4;0;0
545;500;3;73;4;0;0
140;139;3;73;4;0;0
2458;2409;3;73;4;1;0
418;424;3;73;4;0;0
388;379;3;73;4;0;0
235;278;3;73;4;0;0
117;98;3;73;4;0;0
64;59;3;73;4;0;0
354;381;3;73;4;0;0
526;470;3;73;4;0;0
174;172;3;73;4;0;0
170;167;3;73;4;0;0
478;486;3;73;4;0;0
642;691;3;73;1;3;2
416;446;3;73;4;0;0
504;521;3;73;4;0;0
369;338;3;73;4;0;0
415;428;3;73;4;0;0
1085;1104;3;73;4;2;0
511;600;3;73;4;0;0
1133;1380;3;73;2;0;6
203;217;3;73;4;0;0
434;484;3;73;4;0;0
342;368;3;73;2;0;4
353;427;3;73;4;0;0
109;122;3;73;4;0;0
634;643;3;73;4;0;0
74;96;3;73;4;0;0
525;538;3;73;4;0;0
449;498;3;73;4;0;0
419;436;3;73;4;0;0
762;775;3;73;4;0;0
11919;12040;3;73;1;3;2
2017;1999;3;73;4;0;0
233;253;3;73;4;0;0
99;115;3;73;4;0;0
1502;1414;3;73;1;3;2
302;301;3;73;4;0;0
134222;142534;2;93;1;7;9
18907;19057;2;93;1;7;9
2071;2368;3;93;3;0;0
50513;51970;2;93;1;5;6
42638;44682;2;93;1;7;9
1357;1450;3;93;3;0;0
9461;11442;2;93;1;7;9
515;527;3;93;2;0;6
555;706;3;93;1;5;6
3645;3711;2;93;1;7;8
434;381;3;93;4;0;0
568;611;3;93;2;0;9
1434;1697;3;93;2;0;9
13415;13953;2;93;1;7;9
12297;13711;2;93;1;7;9
4904;5561;2;93;1;7;9
1510;1532;3;93;3;0;0
4119;4268;3;93;3;1;0
7890;8362;2;93;1;7;9
2087;2125;2;93;1;7;9
6009;6358;2;93;2;3;9
8001;7788;2;93;2;2;9
3636;4076;2;93;1;7;9
2080;2324;3;93;4;0;0
1869;2053;3;93;2;0;9
11375;11829;3;93;1;7;9
12999;14000;3;93;1;7;8
31630;32126;2;93;1;7;9
1167;1304;2;93;3;0;0
3754;4589;3;93;2;1;9
2489;2705;2;93;1;7;9
7127;7491;3;93;1;7;9
4547;5096;3;93;2;1;9
1851;1955;3;93;4;0;0
5392;6285;3;93;3;2;0
3941;4179;2;93;1;7;8
6334;6476;3;93;2;2;9
3456;3417;3;93;3;1;0
13922;15734;2;93;1;3;1
7509;8653;2;93;1;7;9
19344;21062;2;93;1;7;9
5485;5882;2;93;1;7;9
9189;9310;2;93;1;7;9
3753;4033;3;93;1;5;6
3188;3736;3;93;3;1;0
3576;3809;3;93;1;7;9
38993;42090;2;93;1;4;5
3321;3925;3;93;2;0;9
1713;1735;3;93;3;0;0
7604;8195;3;93;2;2;9
6688;7530;3;93;2;2;9
1880;2092;3;93;4;0;0
4984;5590;3;93;3;1;0
34006;32921;2;93;1;7;9
798430;839043;2;93;1;7;9
43493;46318;2;93;1;7;9
373;476;3;93;4;0;0
1968;2153;3;93;4;1;0
3282;3400;3;93;2;1;9
4408;4932;2;93;1;7;9
225;250;3;93;3;0;0
4151;4389;2;93;1;7;9
22526;24517;2;93;1;4;4
2171;2390;3;93;3;0;0
2752;3012;3;93;3;1;0
4440;4906;3;93;3;1;0
2642;2976;3;93;3;0;0
1167;1263;3;93;4;1;0
8580;9049;2;93;1;5;6
6005;6153;2;93;1;7;9
19043;20231;2;93;1;7;9
2781;2956;3;93;2;3;9
4956;5259;2;93;1;7;9
3914;4240;3;93;2;1;9
10503;10536;2;93;1;7;9
2417;2698;3;93;1;4;5
16686;17529;2;93;1;7;9
8121;8483;2;93;4;2;0
1473;1671;3;93;2;0;9
4813;5112;3;93;2;1;9
11631;11883;2;93;1;7;9
4194;4518;3;93;2;1;9
3578;3967;2;93;1;7;8
4446;4945;3;93;4;1;0
4733;5016;3;93;2;1;9
7853;8319;2;93;1;7;9
3617;4085;3;93;2;1;9
4031;4077;2;93;2;1;9
2605;3203;3;93;3;0;0
165;131;3;93;2;0;9
4634;5183;3;93;2;1;9
6595;7268;2;93;1;4;4
302;337;3;93;2;0;9
2103;2111;3;93;3;0;0
1078;1086;3;93;1;7;9
2478;2341;3;93;4;0;0
11023;11321;2;93;3;3;0
5458;5362;2;93;2;2;9
790;956;3;93;4;0;0
9806;10203;3;93;4;2;0
2558;2975;2;93;1;7;9
6810;6566;2;93;1;7;9
37129;40147;2;93;1;5;6
7233;7278;2;93;2;3;9
5618;6127;3;93;3;2;0
10202;10117;3;93;1;7;9
5272;5697;2;93;1;7;9
12668;13376;3;93;1;4;4
2267;2237;2;93;1;7;9
9312;10033;3;93;2;3;9
729;896;3;93;2;0;9
7603;8221;3;93;2;2;9
7537;8156;2;93;1;7;9
4552;4842;3;93;2;1;9
939;1323;3;93;3;0;0
801;786;3;93;3;0;0
36784;37190;2;93;1;7;9
2869;3292;3;93;2;1;9
7042;6896;3;93;2;2;9
1047;1145;3;25;1;3;1
178;161;3;25;2;0;8
280;252;3;25;2;0;4
138;136;3;25;4;0;0
692;594;3;25;2;0;8
686;945;3;25;2;0;8
163;195;3;25;3;0;0
292;267;3;25;2;0;8
1056;1187;3;25;2;0;8
905;1024;3;25;2;0;8
123;125;3;25;4;0;0
30;30;3;25;3;0;0
724;820;3;25;2;0;8
633;652;3;25;2;0;8
347;400;3;25;4;0;0
230;220;3;25;2;0;4
3241;3484;3;25;2;1;8
552;602;3;25;3;0;0
571;589;3;25;3;0;0
55;63;3;25;4;0;0
213;422;3;25;2;0;3
316;338;3;25;4;0;0
839;953;3;25;2;0;8
2902;2939;3;25;4;1;0
258;293;3;25;2;0;5
51;45;3;25;4;0;0
983;1303;3;25;2;0;8
60;72;3;25;3;0;0
250;313;3;25;4;0;0
178;205;3;25;3;0;0
406;492;3;25;2;0;8
787;754;3;25;3;0;0
88;99;3;25;2;0;8
389;393;3;25;2;0;8
585;612;3;25;2;0;8
524;613;3;25;2;0;8
163;182;3;25;2;0;4
138;140;3;25;3;0;0
625;812;2;25;1;6;8
69;84;3;25;4;0;0
657;878;3;25;2;0;8
263;258;3;25;2;0;8
1723;1739;3;25;2;0;8
14961;14466;3;25;1;3;4
144;145;3;25;2;0;8
153;177;3;25;4;0;0
143;163;3;25;2;0;4
164;187;3;25;4;0;0
188;187;3;25;2;0;4
496;464;3;25;3;0;0
165;210;3;25;4;1;0
1412;1509;3;25;2;0;8
125;152;3;25;4;0;0
505;491;3;25;1;4;3
1741;1931;3;25;2;0;8
938;941;3;25;2;0;4
316;329;3;25;2;0;8
153;202;3;25;4;0;0
212;245;3;25;4;0;0
502;539;3;25;3;0;0
1882;2373;3;25;2;3;8
2191;2516;3;25;2;1;8
1069;1197;3;25;1;4;5
233;219;3;25;4;0;0
172;182;3;25;4;0;0
317;330;3;25;2;0;8
155;141;3;25;2;0;8
4390;5395;3;25;2;1;8
627;664;3;25;3;0;0
267;300;3;25;3;0;0
1341;1546;3;25;1;4;3
100;110;3;25;4;0;0
206;164;3;25;4;0;0
121;140;3;25;2;0;5
654;696;3;25;3;0;0
324;352;3;25;2;0;8
667;768;3;25;4;0;0
318;374;3;25;1;4;3
106;115;3;25;4;0;0
387;393;3;25;2;0;8
256;414;3;25;2;0;8
554;578;3;25;2;0;8
150;142;3;25;3;0;0
1074;1310;3;25;2;0;8
147;188;3;25;3;0;0
226;217;3;25;4;0;0
193;248;3;25;2;0;8
2389;2316;3;25;2;1;8
278;303;3;25;4;0;0
1504;1551;3;25;2;0;8
3951;4159;2;25;1;6;8
846;939;3;25;2;0;5
258;329;3;25;3;0;0
146;151;3;25;3;0;0
128;117;3;25;4;0;0
565;677;3;25;2;0;8
110;121;3;25;4;0;0
320;436;3;25;2;0;8
120;129;3;25;4;0;0
353;386;3;25;2;0;8
346;362;3;25;2;0;4
107;131;3;25;4;0;0
81;98;3;25;2;0;8
3520;3965;3;25;4;3;0
113987;110399;2;25;1;6;8
1592;1503;3;25;2;0;8
1065;1263;3;25;4;0;0
177;210;3;25;3;0;0
93;95;3;25;2;0;8
1585;1574;3;25;2;0;8
518;609;3;25;4;0;0
1493;1522;3;25;2;0;8
1092;1098;3;25;3;0;0
392;440;3;25;2;0;4
87;104;3;25;2;0;8
501;512;3;25;4;0;0
155;173;3;25;2;0;4
222;239;3;25;1;4;3
185;206;3;25;4;0;0
166;169;3;25;2;0;8
276;263;3;25;2;0;8
78;100;3;25;4;0;0
1861;2013;2;25;1;6;8
279;296;3;25;4;0;0
302;338;3;25;2;0;4
308;295;3;25;3;0;0
130;140;3;25;4;0;0
249;263;3;25;4;0;0
1192;1304;3;25;4;0;0
75;81;3;25;2;0;8
367;413;3;25;2;0;8
126;167;3;25;3;0;0
109;116;3;25;4;0;0
94;108;3;25;4;0;0
297;297;3;25;2;0;8
632;651;3;25;2;0;8
435;370;3;25;2;0;4
79;103;3;25;4;0;0
30;40;3;25;4;0;0
499;495;3;25;2;0;5
172;220;3;25;2;0;5
221;232;3;25;2;0;4
1085;1238;3;25;2;0;8
459;524;3;25;2;0;8
188;224;3;25;3;0;0
180;183;3;25;2;0;8
275;344;3;25;4;0;0
1252;1231;3;25;4;0;0
269;333;3;25;2;0;8
969;1010;3;25;2;0;8
172;167;3;25;4;0;0
1925;2254;3;25;2;3;8
6242;5844;2;25;1;6;8
225;196;3;25;4;0;0
181;164;3;25;2;0;8
347;426;3;25;2;0;8
130;117;3;25;2;0;8
397;411;3;25;3;0;0
351;393;3;25;2;0;8
5820;5603;3;25;4;2;0
206;228;3;25;3;0;0
82;96;3;25;2;0;8
765;809;3;25;2;0;5
56;70;3;25;4;0;0
91;117;3;25;2;0;5
159;130;3;25;4;0;0
4599;4452;2;25;1;6;8
356;394;3;25;4;0;0
88;107;3;25;4;0;0
183;178;3;25;2;0;4
333;343;3;25;3;0;0
246;286;3;25;2;0;8
650;659;3;25;2;0;4
289;326;3;25;4;0;0
49;44;3;25;4;0;0
141;150;3;25;4;0;0
3886;4106;3;25;2;1;8
484;437;3;25;4;0;0
654;691;3;25;2;0;5
541;582;3;25;2;0;5
199;212;3;25;2;0;8
199;209;3;25;2;0;8
1202;1215;3;25;2;0;8
212;272;3;25;3;0;0
1426;1512;3;25;2;0;8
502;525;3;25;3;0;0
182;207;3;25;3;0;0
155;186;3;25;3;0;0
182;182;3;25;4;0;0
160;202;3;25;2;0;8
289;288;3;25;4;0;0
404;462;3;25;2;0;8
333;421;3;25;2;0;8
417;503;3;25;2;0;4
73;111;3;25;2;0;5
319;335;3;25;3;0;0
172;173;3;25;2;0;8
382;407;3;25;2;0;8
150;132;3;25;2;0;4
1779;2000;2;25;1;6;8
189;208;3;25;4;0;0
121;117;3;25;4;0;0
236;265;3;25;4;0;0
166;163;3;25;4;0;0
4364;3973;3;25;1;4;3
3052;3143;3;25;1;6;8
87;77;3;25;2;0;4
90;87;3;25;4;0;0
69;76;3;25;4;0;0
5812;5864;3;25;4;3;0
190;189;3;25;2;0;8
197;219;3;25;4;0;0
4809;4877;3;25;2;3;8
1615;1837;3;25;4;0;0
112;110;3;25;3;0;0
362;416;3;25;4;0;0
144;144;3;25;2;0;8
165;193;3;25;4;0;0
374;348;3;25;2;0;4
349;415;3;25;2;0;8
109;110;3;25;2;0;3
97;93;3;25;4;0;0
315;414;3;25;4;0;0
536;571;3;25;2;0;8
1755;1634;3;25;1;6;8
1212;1255;3;25;1;3;1
228;247;3;25;4;0;0
285;295;3;25;3;0;0
626;730;3;25;2;0;8
229;229;3;25;2;0;8
907;1216;3;25;2;0;8
339;345;3;25;2;0;4
335;376;3;25;2;0;8
176;201;3;25;2;0;8
336;344;3;25;4;0;0
1043;1312;3;25;2;0;8
279;297;3;25;2;0;4
233;254;3;25;3;0;0
1263;1492;3;25;2;0;8
8434;8475;3;25;4;2;0
98;127;3;25;4;0;0
182;235;3;25;2;0;5
204;260;3;25;3;0;0
282;301;3;25;4;0;0
646;698;3;25;2;0;5
1125;1279;3;25;2;0;8
426;458;3;25;2;0;8
192;225;3;25;2;0;5
433;432;3;25;2;0;5
4231;4039;3;25;1;6;8
114;114;3;25;4;0;0
135;157;3;25;4;0;0
1676;1897;3;25;1;6;8
517;485;3;25;2;0;8
284;318;3;25;2;0;8
1470;1605;3;25;2;0;8
938;919;3;25;2;0;8
140;146;3;25;4;0;0
206;220;3;25;2;0;5
244;255;3;25;4;0;0
177;158;3;25;4;0;0
151;158;3;25;4;0;0
175;181;3;25;4;0;0
43;50;3;25;3;0;0
351;455;3;25;2;0;1
1478;1593;3;25;2;0;8
787;815;3;25;2;0;8
417;473;3;25;4;0;0
657;612;3;25;2;0;8
209;256;3;25;2;0;8
199;230;3;25;4;0;0
244;269;3;25;2;0;5
505;709;3;25;2;0;8
255;253;3;25;4;0;0
218;434;3;25;2;0;8
111;136;3;25;4;0;0
597;702;3;25;2;0;1
37;56;3;25;4;0;0
4606;4735;2;25;1;6;8
165;178;3;25;2;0;3
909;899;3;25;1;4;5
723;760;3;25;1;3;1
564;581;3;25;3;0;0
351;401;3;25;2;0;8
150;156;3;25;2;0;8
187;177;3;25;2;0;8
819;838;3;25;2;0;8
522;626;3;25;2;0;8
967;998;3;25;2;0;8
1831;1757;3;25;4;0;0
69;58;3;25;3;0;0
241;220;3;25;4;0;0
1122;1121;3;25;2;0;4
593;644;3;25;2;0;8
753;930;3;25;2;0;8
302;283;3;25;2;0;8
236;212;3;25;2;0;4
390;417;3;25;2;0;8
2661;2692;3;25;2;3;8
760;832;3;25;2;0;5
24025;22766;2;25;1;6;8
1119;1103;3;25;2;0;8
71;85;3;25;3;0;0
165;152;3;25;4;0;0
253;282;3;25;4;0;0
573;601;3;25;4;0;0
8178;8177;3;25;1;3;1
188;289;3;25;2;0;5
281;296;3;25;2;0;8
470;469;3;25;2;0;8
234;299;3;25;2;0;5
1832;1902;3;25;4;3;0
213;318;3;25;2;0;8
9208;10684;2;25;1;6;8
2920;2755;3;25;4;1;0
58;63;3;25;4;0;0
406;380;3;25;2;0;8
306;271;3;25;4;0;0
623;686;3;25;3;0;0
559;611;3;25;4;0;0
55;64;3;25;2;0;8
319;431;3;25;2;0;8
59;62;3;25;4;0;0
838;823;3;25;4;0;0
252;332;3;25;2;0;8
1706;1690;3;25;2;3;8
592;648;3;25;2;0;8
494;545;3;25;2;0;8
327;337;3;25;4;0;0
62;69;3;25;3;0;0
148;155;3;25;2;0;5
168;158;3;25;4;0;0
148;175;3;25;4;0;0
175;159;3;25;3;0;0
458;493;3;25;2;0;8
2401;2568;3;25;2;3;8
23166;23343;3;25;1;4;5
453;472;3;25;4;0;0
260;280;3;25;4;0;0
214;242;3;25;3;0;0
2657;2950;3;25;3;0;0
2516;2356;3;25;4;1;0
705;771;3;25;2;0;8
280;277;3;25;2;0;8
115;133;3;25;4;0;0
119;138;3;25;4;0;0
206;231;3;25;2;0;8
586;686;3;25;3;0;0
237;252;3;25;4;0;0
323;326;3;25;4;0;0
137;179;3;25;2;0;8
64;70;3;25;4;0;0
73;68;3;25;4;0;0
1766;2531;3;25;2;0;8
3036;3186;3;25;2;3;8
109;135;3;25;2;0;4
476;517;3;25;2;0;8
313;293;3;25;2;0;8
470;470;3;25;2;0;4
228;247;3;25;4;0;0
182;193;3;25;2;0;8
320;395;3;25;2;0;4
238;281;3;25;2;0;8
422;416;3;25;2;0;8
28;30;3;25;4;0;0
575;768;3;25;2;0;8
229;274;3;25;4;0;0
500;469;3;25;2;0;5
348;316;3;25;3;0;0
109;198;3;25;2;0;8
107;112;3;25;2;0;4
63;78;3;25;4;0;0
625;643;3;25;2;0;5
96;98;3;25;4;0;0
293;320;3;25;4;0;0
325;332;3;25;2;0;8
1625;1972;3;25;2;0;8
1716;1859;3;25;2;0;8
1521;1740;3;25;2;0;8
835;814;3;25;2;0;8
195;237;3;25;2;0;8
57;54;3;25;3;0;0
252;293;3;25;4;0;0
177;209;3;25;4;1;0
45;52;3;25;2;0;4
103;122;3;25;2;0;4
833;933;3;25;2;0;4
272;318;3;25;3;0;0
286;331;3;25;2;0;5
218;245;3;25;2;0;5
496;518;3;25;2;0;5
1005;1019;3;25;3;0;0
217;269;3;25;2;0;8
158;173;3;25;2;0;4
155;168;3;25;3;0;0
184;179;3;25;3;0;0
283;286;3;25;4;0;0
362;389;3;25;4;0;0
150;142;3;25;3;0;0
4713;4688;3;25;2;1;8
463;555;3;25;2;0;8
156;167;3;25;4;0;0
146;168;3;25;2;0;5
384;343;3;25;1;3;4
10428;10230;2;25;1;6;8
409;448;3;25;2;0;8
94;103;3;25;4;0;0
74;88;3;25;4;0;0
204;230;3;25;4;0;0
521;540;3;25;4;0;0
340;360;3;25;4;0;0
163;189;3;25;3;0;0
90;96;3;25;3;0;0
78;89;3;25;2;0;8
53;49;3;25;3;0;0
388;395;3;25;2;0;8
187;170;3;25;4;0;0
514;507;3;25;4;0;0
253;292;3;25;2;0;4
1292;1283;3;25;2;0;8
225;253;3;25;2;0;8
1130;1603;3;25;2;1;8
121;122;3;25;4;0;0
350;414;3;25;2;0;8
49;50;3;25;4;0;0
1235;1307;3;25;3;0;0
266;318;3;25;2;0;8
444;464;3;25;4;0;0
384;426;3;25;3;0;0
272;264;3;25;2;0;5
220;236;3;25;4;0;0
289;292;3;25;2;0;4
76;96;3;25;4;0;0
357;388;3;25;3;0;0
130;132;3;25;3;0;0
128;122;3;25;3;0;0
822;1137;3;25;2;0;8
168;182;3;25;3;0;0
294;307;3;25;4;0;0
2564;2422;3;25;4;1;0
514;580;3;25;4;0;0
232;224;3;25;4;0;0
199;233;3;25;2;0;8
158;178;3;25;2;0;8
193;187;3;25;2;0;5
483;525;3;25;2;0;8
784;746;3;25;1;4;5
8679;9252;3;25;2;3;8
241;222;3;25;4;0;0
136;152;3;25;2;0;8
310;316;3;25;3;0;0
228;244;3;25;2;1;8
145;139;3;25;4;0;0
456;492;3;25;2;0;8
62;55;3;25;4;0;0
252;252;3;25;4;0;0
209;235;3;25;4;0;0
432;473;3;25;2;0;8
114;143;3;25;3;0;0
233;248;3;25;4;0;0
87;93;3;25;4;0;0
199;197;3;25;4;0;0
481;680;3;25;3;0;0
125;136;3;25;2;0;8
241;219;3;25;3;0;0
310;344;3;25;4;0;0
233;217;3;25;2;0;8
51;38;3;25;4;0;0
87;71;3;25;2;0;4
108;93;3;25;4;0;0
512;524;3;25;4;0;0
4133;4158;3;25;4;1;0
2139;1958;3;25;4;1;0
1703;1719;3;25;2;0;8
92;99;3;25;2;0;8
44;40;3;25;4;0;0
112;122;3;25;2;0;8
745;833;3;25;2;0;5
244;257;3;25;4;0;0
334;402;3;25;2;0;5
353;400;3;25;4;0;0
330;295;3;25;3;0;0
331;374;3;25;2;0;8
338;332;3;25;3;0;0
295;367;3;25;3;0;0
157;185;3;25;2;0;4
1896;1750;3;25;2;0;8
47;42;3;25;4;0;0
200;243;3;25;2;0;4
91;92;3;25;4;0;0
251;317;3;25;4;0;0
479;548;3;25;2;0;8
1578;1719;3;25;1;3;1
581;700;3;25;2;0;8
89;96;3;25;4;0;0
308;318;3;25;2;0;5
116;125;3;25;2;0;5
558;510;3;25;2;0;8
1354;1400;2;25;1;6;8
145;170;3;25;4;0;0
769;839;3;25;2;0;4
197;212;3;25;2;0;8
93;104;3;25;3;0;0
139;129;3;25;2;0;8
203;223;3;25;4;0;0
80;91;3;25;4;0;0
156;162;3;25;3;0;0
450;474;3;25;2;0;4
95;115;3;25;4;0;0
361;467;3;25;2;0;8
390;450;3;25;3;0;0
1606;1857;3;25;2;1;8
903;910;3;25;1;4;3
633;777;3;25;2;0;8
261;234;3;25;4;0;0
1810;1851;3;25;2;3;8
293;322;3;25;3;0;0
170;181;3;25;4;0;0
224;219;3;25;3;0;0
1989;2349;3;25;2;0;8
293;296;3;25;2;0;8
201;220;3;25;2;0;8
674;665;3;25;2;0;5
314;319;3;25;2;0;5
798;828;3;25;4;0;0
74;95;3;25;4;0;0
1701;1711;3;25;1;4;5
437;480;3;25;2;0;3
174;199;3;25;4;0;0
243;298;3;25;2;0;8
1163;1312;3;25;3;0;0
658;696;3;25;4;0;0
79;96;3;25;4;0;0
275;306;3;25;2;0;8
581;781;3;25;2;0;5
163;158;3;25;4;0;0
1731;1923;3;25;1;3;4
848;793;3;25;4;0;0
153;142;3;25;4;0;0
2531;2473;3;25;1;6;8
271;277;3;25;4;0;0
935;911;3;25;2;0;8
116;132;3;25;3;0;0
415;552;3;25;4;0;0
1085;1151;3;25;2;0;8
663;680;3;25;4;0;0
233;206;3;25;2;0;5
153;177;3;25;4;0;0
318;318;3;25;4;0;0
196;209;3;25;3;0;0
369;450;3;25;2;0;5
582;670;3;25;3;0;0
189;194;3;25;4;0;0
201;231;3;25;3;0;0
447;507;3;25;2;0;8
137;180;3;25;3;0;0
184;229;3;25;4;0;0
165;182;3;25;3;0;0
171;172;3;25;3;0;0
178;209;3;25;3;0;0
283;288;3;25;2;0;4
1417;1723;3;25;2;0;8
507;541;3;25;2;0;4
102;93;3;25;4;0;0
743;756;3;25;3;0;0
163;193;3;25;4;0;0
367;409;3;25;4;0;0
565;604;3;25;2;0;4
81;93;3;25;4;0;0
351;382;3;25;2;0;3
443;479;3;25;3;0;0
122;125;3;25;4;0;0
1881;2068;3;25;2;1;8
878;853;3;25;2;0;5
659;815;3;25;2;0;5
356;399;3;25;4;0;0
456;549;3;25;2;0;8
1061;1139;3;25;4;0;0
500;475;3;25;1;3;4
260;241;3;25;2;0;4
90;97;3;25;4;0;0
127;174;3;25;4;0;0
157;162;3;25;3;0;0
254;278;3;25;4;0;0
147;148;3;25;2;0;8
70;77;3;25;4;0;0
267;308;3;25;2;0;5
200;237;3;25;2;0;8
650;638;3;25;3;0;0
606;671;3;25;2;0;5
153;141;3;25;2;0;3
342;361;3;25;4;0;0
384;457;3;25;2;0;5
385;446;3;25;2;0;5
412;440;3;25;4;0;0
198;200;3;25;4;0;0
155;174;3;25;2;0;8
85;78;3;25;4;0;0
347;363;3;25;4;0;0
3977;3647;3;25;4;1;0
254;307;3;25;4;0;0
1066;1068;3;25;3;0;0
322;348;3;25;2;0;8
1325;1370;3;25;4;0;0
977;1210;3;25;2;0;8
81;93;3;25;2;0;3
134;140;3;25;2;0;8
196;244;3;25;4;0;0
1901;2005;3;25;1;3;4
234;275;3;25;4;0;0
293;279;3;25;2;0;8
1624;1558;3;25;2;0;8
217;229;3;25;3;0;0
169;201;3;25;4;0;0
184;189;3;25;4;0;0
358;355;3;25;2;0;8
374;348;3;25;4;0;0
361;386;3;25;4;0;0
71;74;3;25;2;0;8
1733;2102;3;25;2;0;8
734;967;3;25;2;0;4
238;263;3;25;3;0;0
480;548;3;25;2;0;8
571;551;3;25;2;0;4
148;120;3;25;2;0;4
139;148;3;25;3;0;0
381;436;3;25;4;1;0
173;243;3;25;2;0;8
1350;1455;3;25;2;0;8
239;259;3;25;4;0;0
159;160;3;25;2;0;1
284;302;3;25;4;0;0
1825;1818;3;25;2;0;8
138;159;3;25;2;0;8
93;95;3;25;2;0;8
1251;1325;3;25;2;0;8
293;288;3;25;2;0;5
301;400;3;25;2;0;5
359;352;3;25;3;0;0
149;141;3;25;4;0;0
1329;1543;3;25;4;0;0
292;301;3;25;2;0;8
3500;3848;3;25;1;4;3
504;585;3;25;2;0;4
848;922;3;25;1;4;3
346;366;3;25;2;0;8
295;352;3;25;2;0;8
500;560;3;25;4;0;0
171;176;3;25;3;0;0
221;230;3;25;3;0;0
1067;1141;3;25;2;0;8
