CODGEO,LIBCOM_2014,REG,DEP,Zonage
27211,Écardenville-sur-Eure,23,27,3
27212,Écauville,23,27,3
27213,Écos,23,27,3
27214,Écouis,23,27,3
27215,Ecquetot,23,27,3
27216,Émalleville,23,27,3
27217,Émanville,23,27,3
27218,Épaignes,23,27,3
27219,Épégard,23,27,3
27220,Épieds,23,27,3
27221,Épinay,23,27,3
27222,Épreville-en-Lieuvin,23,27,3
27223,Épreville-en-Roumois,23,27,3
27224,Épreville-près-le-Neubourg,23,27,3
27225,Les Essarts,23,27,3
27226,Étrépagny,23,27,3
27227,Étréville,23,27,3
27228,Éturqueraye,23,27,3
27229,Évreux,23,27,3
27230,Ézy-sur-Eure,23,27,3
27231,Fains,23,27,3
27232,Farceaux,23,27,3
27233,Fatouville-Grestain,23,27,3
27234,Fauville,23,27,3
27235,Faverolles-la-Campagne,23,27,3
27237,Le Favril,23,27,3
27238,Ferrières-Haut-Clocher,23,27,3
27239,Ferrières-Saint-Hilaire,23,27,3
27240,La Ferrière-sur-Risle,23,27,3
27241,Feuguerolles,23,27,3
27242,Le Fidelaire,23,27,3
27243,Fiquefleur-Équainville,23,27,3
27244,Flancourt-Catelon,23,27,3
27245,Fleury-la-Forêt,23,27,3
27246,Fleury-sur-Andelle,23,27,3
27247,Flipou,23,27,2
27248,Folleville,23,27,3
27249,Fontaine-Bellenger,23,27,3
27250,Fontaine-Heudebourg,23,27,3
27251,Fontaine-l'Abbé,23,27,3
27252,Fontaine-la-Louvet,23,27,3
27253,Fontaine-la-Soret,23,27,3
27254,Fontaine-sous-Jouy,23,27,3
27255,Fontenay,23,27,3
27256,La Forêt-du-Parc,23,27,3
27257,Forêt-la-Folie,23,27,3
27258,Fort-Moville,23,27,3
27259,Foucrainville,23,27,3
27260,Foulbec,23,27,3
27261,Fouqueville,23,27,3
27262,Fourges,23,27,3
27263,Fourmetot,23,27,3
27264,Fours-en-Vexin,23,27,3
27265,Francheville,23,27,3
27266,Franqueville,23,27,3
27267,Freneuse-sur-Risle,23,27,3
27268,Le Fresne,23,27,3
27269,Fresne-Cauverville,23,27,3
27270,Fresne-l'Archevêque,23,27,3
27271,Fresney,23,27,3
27273,Gadencourt,23,27,3
27274,Gaillardbois-Cressenville,23,27,3
27275,Gaillon,23,27,3
27276,Gamaches-en-Vexin,23,27,3
27277,Garencières,23,27,3
27278,Garennes-sur-Eure,23,27,3
27279,Gasny,23,27,3
27280,Gauciel,23,27,3
27281,Gaudreville-la-Rivière,23,27,3
27282,Gauville-la-Campagne,23,27,3
27283,Gisay-la-Coudre,23,27,3
27284,Gisors,23,27,3
27285,Giverny,23,27,3
27286,Giverville,23,27,3
27287,Glisolles,23,27,3
27288,Glos-sur-Risle,23,27,3
27289,La Goulafrière,23,27,3
27290,Goupillières,23,27,3
27291,Gournay-le-Guérin,23,27,3
27292,Gouttières,23,27,3
27293,Gouville,23,27,3
27294,Grainville,23,27,3
27295,Grand-Camp,23,27,3
27296,Granchain,23,27,3
27297,Grandvilliers,23,27,3
27298,Graveron-Sémerville,23,27,3
27299,Gravigny,23,27,3
27300,Grosley-sur-Risle,23,27,3
27301,Grossœuvre,23,27,3
27302,Le Gros-Theil,23,27,3
27303,Guernanville,23,27,3
27304,Guerny,23,27,3
27305,La Guéroulde,23,27,3
27306,Guichainville,23,27,3
27307,Guiseniers,23,27,3
27308,Guitry,23,27,3
27309,L'Habit,23,27,3
27310,Hacqueville,23,27,3
27311,Harcourt,23,27,3
27312,Hardencourt-Cocherel,23,27,3
27313,La Harengère,23,27,3
27315,Harquency,23,27,3
27316,Hauville,23,27,3
27317,La Haye-Aubrée,23,27,3
27318,La Haye-de-Calleville,23,27,3
27319,La Haye-de-Routot,23,27,3
27320,La Haye-du-Theil,23,27,3
27321,La Haye-le-Comte,23,27,2
27322,La Haye-Malherbe,23,27,2
27323,La Haye-Saint-Sylvestre,23,27,3
27324,Hébécourt,23,27,3
27325,Hecmanville,23,27,3
27326,Hécourt,23,27,3
27327,Hectomare,23,27,3
27329,Hennezis,23,27,3
27330,Herqueville,23,27,2
27331,Heubécourt-Haricourt,23,27,3
27332,Heudebouville,23,27,2
27333,Heudicourt,23,27,3
27334,Heudreville-en-Lieuvin,23,27,3
27335,Heudreville-sur-Eure,23,27,3
27336,La Heunière,23,27,3
27337,Heuqueville,23,27,2
27338,Les Hogues,23,27,3
27339,Hondouville,23,27,3
27340,Honguemare-Guenouville,23,27,3
27341,L'Hosmes,23,27,3
27342,Houetteville,23,27,3
27343,Houlbec-Cocherel,23,27,3
27344,Houlbec-près-le-Gros-Theil,23,27,3
27345,La Houssaye,23,27,3
27346,Houville-en-Vexin,23,27,3
27347,Huest,23,27,3
27348,Igoville,23,27,2
27349,Illeville-sur-Montfort,23,27,3
27350,Illiers-l'Évêque,23,27,3
27351,Incarville,23,27,2
27353,Irreville,23,27,3
27354,Iville,23,27,3
27355,Ivry-la-Bataille,23,27,3
27356,Jonquerets-de-Livet,23,27,3
27358,Jouy-sur-Eure,23,27,3
27359,Juignettes,23,27,3
27360,Jumelles,23,27,3
27361,La Lande-Saint-Léger,23,27,3
27362,Landepéreuse,23,27,3
27363,Le Landin,23,27,3
27364,Launay,23,27,3
27365,Léry,23,27,2
27366,Letteguives,23,27,3
27367,Lieurey,23,27,3
27368,Lignerolles,23,27,3
27369,Lilly,23,27,3
27370,Lisors,23,27,3
27371,Livet-sur-Authou,23,27,3
27372,Longchamps,23,27,3
27373,Lorleau,23,27,3
27374,Louversey,23,27,3
27375,Louviers,23,27,2
27376,Louye,23,27,3
27377,Lyons-la-Forêt,23,27,3
27378,La Madeleine-de-Nonancourt,23,27,3
27379,Mainneville,23,27,3
27380,Malleville-sur-le-Bec,23,27,3
27381,Malouy,23,27,3
27382,Mandeville,23,27,3
27383,Mandres,23,27,3
27384,Manneville-la-Raoult,23,27,3
27385,Manneville-sur-Risle,23,27,3
27386,Le Manoir,23,27,2
27387,Manthelon,23,27,3
27388,Marais-Vernier,23,27,3
27389,Marbeuf,23,27,3
27390,Marcilly-la-Campagne,23,27,3
27391,Marcilly-sur-Eure,23,27,3
27392,Martagny,23,27,3
27393,Martainville,23,27,3
27394,Martot,23,27,2
27395,Mélicourt,23,27,3
27396,Ménesqueville,23,27,3
27397,Ménilles,23,27,3
27398,Menneval,23,27,3
27399,Mercey,23,27,3
27400,Merey,23,27,3
27401,Le Mesnil-Fuguet,23,27,3
27402,Le Mesnil-Hardray,23,27,3
27403,Le Mesnil-Jourdain,23,27,2
27404,Mesnil-Rousset,23,27,3
27405,Mesnil-sous-Vienne,23,27,3
27406,Mesnil-sur-l'Estrée,23,27,3
27407,Mesnil-Verclives,23,27,3
27408,Mézières-en-Vexin,23,27,3
27410,Miserey,23,27,3
27411,Moisville,23,27,3
27412,Montaure,23,27,2
27413,Montfort-sur-Risle,23,27,3
27414,Montreuil-l'Argillé,23,27,3
27415,Morainville-Jouveaux,23,27,3
27416,Buis-sur-Damville,23,27,3
27417,Morgny,23,27,3
27418,Morsan,23,27,3
27419,Mouettes,23,27,3
27420,Mouflaines,23,27,3
27421,Mousseaux-Neuville,23,27,3
27422,Muids,23,27,2
27423,Muzy,23,27,3
27424,Nagel-Séez-Mesnil,23,27,3
27425,Nassandres,23,27,3
27426,Neaufles-Saint-Martin,23,27,3
27427,Neaufles-Auvergny,23,27,3
27428,Le Neubourg,23,27,3
27429,Neuilly,23,27,3
27430,La Neuve-Grange,23,27,3
27431,La Neuve-Lyre,23,27,3
27432,La Neuville-du-Bosc,23,27,3
27433,Neuville-sur-Authou,23,27,3
27434,Noards,23,27,3
27435,La Noë-Poulain,23,27,3
27436,Nogent-le-Sec,23,27,3
27437,Nojeon-en-Vexin,23,27,3
27438,Nonancourt,23,27,3
27439,Normanville,23,27,3
27440,Notre-Dame-de-l'Isle,23,27,3
27441,Notre-Dame-d'Épine,23,27,3
27442,Notre-Dame-du-Hamel,23,27,3
27444,Le Noyer-en-Ouche,23,27,3
27445,Noyers,23,27,3
27446,Ormes,23,27,3
27447,Orvaux,23,27,3
27448,Pacy-sur-Eure,23,27,3
27449,Panilleuse,23,27,3
27451,Parville,23,27,3
27452,Perriers-la-Campagne,23,27,3
27453,Perriers-sur-Andelle,23,27,3
27454,Perruel,23,27,3
27455,Piencourt,23,27,3
27456,Pinterville,23,27,2
27457,Piseux,23,27,3
27458,Pîtres,23,27,2
27459,Les Places,23,27,3
27460,Plainville,23,27,3
27462,Le Planquay,23,27,3
27463,Plasnes,23,27,3
27464,Le Plessis-Grohan,23,27,3
27465,Le Plessis-Hébert,23,27,3
27466,Le Plessis-Sainte-Opportune,23,27,3
27467,Pont-Audemer,23,27,3
27468,Pont-Authou,23,27,3
27469,Pont-de-l'Arche,23,27,2
27470,Pont-Saint-Pierre,23,27,2
27471,Porte-Joie,23,27,2
27472,Portes,23,27,3
27473,Port-Mort,23,27,3
27474,Poses,23,27,2
27475,La Poterie-Mathieu,23,27,3
27476,Les Préaux,23,27,3
27477,Pressagny-l'Orgueilleux,23,27,3
27478,Prey,23,27,3
27480,Puchay,23,27,3
27481,Pullay,23,27,3
27482,La Pyle,23,27,3
27483,Quatremare,23,27,3
27484,Quessigny,23,27,3
27485,Quillebeuf-sur-Seine,23,27,3
27486,Quittebeuf,23,27,3
27487,Radepont,23,27,3
27488,Renneville,23,27,3
27489,Reuilly,23,27,3
27490,Richeville,23,27,3
27491,Roman,23,27,3
27492,Romilly-la-Puthenaye,23,27,3
27493,Romilly-sur-Andelle,23,27,2
27495,La Roquette,23,27,3
27496,Rosay-sur-Lieure,23,27,3
27497,Rougemontiers,23,27,3
27498,Rouge-Perriers,23,27,3
27499,La Roussière,23,27,3
27500,Routot,23,27,3
27501,Rouvray,23,27,3
27502,Rugles,23,27,3
27503,Le Sacq,23,27,3
27504,Sacquenville,23,27,3
27505,Saint-Agnan-de-Cernières,23,27,3
27506,Saint-Amand-des-Hautes-Terres,23,27,3
27507,Saint-André-de-l'Eure,23,27,3
27508,Saint-Antonin-de-Sommaire,23,27,3
27510,Saint-Aquilin-de-Pacy,23,27,3
27511,Saint-Aubin-d'Écrosville,23,27,3
27512,Saint-Aubin-de-Scellon,23,27,3
27513,Saint-Aubin-des-Hayes,23,27,3
27514,Saint-Aubin-du-Thenney,23,27,3
27515,Saint-Aubin-le-Guichard,23,27,3
27516,Saint-Aubin-le-Vertueux,23,27,3
27517,Saint-Aubin-sur-Gaillon,23,27,3
27518,Saint-Aubin-sur-Quillebeuf,23,27,3
27519,Sainte-Barbe-sur-Gaillon,23,27,3
27520,Saint-Benoît-des-Ombres,23,27,3
27521,Saint-Christophe-sur-Avre,23,27,3
27522,Saint-Christophe-sur-Condé,23,27,3
27523,Saint-Clair-d'Arcey,23,27,3
27524,Sainte-Colombe-la-Commanderie,23,27,3
27525,Sainte-Colombe-près-Vernon,23,27,3
27526,Sainte-Croix-sur-Aizier,23,27,3
27527,Saint-Cyr-de-Salerne,23,27,3
27528,Le Vaudreuil,23,27,2
27529,Saint-Cyr-la-Campagne,23,27,3
27530,Saint-Denis-d'Augerons,23,27,3
27531,Saint-Denis-des-Monts,23,27,3
27532,Saint-Denis-du-Béhélan,23,27,3
27533,Saint-Denis-le-Ferment,23,27,3
27534,Saint-Didier-des-Bois,23,27,3
27535,Saint-Élier,23,27,3
27536,Saint-Éloi-de-Fourques,23,27,3
27537,Saint-Étienne-du-Vauvray,23,27,2
27538,Saint-Étienne-l'Allier,23,27,3
27539,Saint-Étienne-sous-Bailleul,23,27,3
27540,Sainte-Geneviève-lès-Gasny,23,27,3
27541,Saint-Georges-du-Mesnil,23,27,3
27542,Saint-Georges-du-Vièvre,23,27,3
27543,Saint-Georges-Motel,23,27,3
27544,Saint-Germain-de-Fresney,23,27,3
27545,Saint-Germain-de-Pasquier,23,27,3
27546,Saint-Germain-des-Angles,23,27,3
27547,Saint-Germain-la-Campagne,23,27,3
27548,Saint-Germain-sur-Avre,23,27,3
27549,Saint-Germain-Village,23,27,3
27550,Saint-Grégoire-du-Vièvre,23,27,3
27551,Saint-Jean-de-la-Léqueraye,23,27,3
27552,Saint-Jean-du-Thenney,23,27,3
27553,Saint-Julien-de-la-Liègue,23,27,3
27554,Saint-Just,23,27,3
27555,Saint-Laurent-des-Bois,23,27,3
27556,Saint-Laurent-du-Tencement,23,27,3
27557,Saint-Léger-de-Rôtes,23,27,3
27558,Saint-Léger-du-Gennetey,23,27,3
27560,Saint-Luc,23,27,3
27561,Saint-Maclou,23,27,3
27562,Saint-Marcel,23,27,3
27563,Saint-Mards-de-Blacarville,23,27,3
27564,Saint-Mards-de-Fresne,23,27,3
27565,Sainte-Marguerite-de-l'Autel,23,27,3
27566,Sainte-Marguerite-en-Ouche,23,27,3
27567,Sainte-Marie-de-Vatimesnil,23,27,3
27568,Sainte-Marthe,23,27,3
27569,Saint-Martin-du-Tilleul,23,27,3
27570,Saint-Martin-la-Campagne,23,27,3
27571,Saint-Martin-Saint-Firmin,23,27,3
27572,Saint-Meslin-du-Bosc,23,27,3
27573,Saint-Nicolas-d'Attez,23,27,3
27574,Saint-Nicolas-du-Bosc,23,27,3
27576,Sainte-Opportune-du-Bosc,23,27,3
27577,Sainte-Opportune-la-Mare,23,27,3
27578,Saint-Ouen-d'Attez,23,27,3
27579,Saint-Ouen-de-Pontcheuil,23,27,3
27580,Saint-Ouen-de-Thouberville,23,27,3
27581,Saint-Ouen-des-Champs,23,27,3
27582,Saint-Ouen-du-Tilleul,23,27,3
27584,Saint-Paul-de-Fourques,23,27,3
27586,Saint-Philbert-sur-Boissey,23,27,3
27587,Saint-Philbert-sur-Risle,23,27,3
27588,Saint-Pierre-d'Autils,23,27,3
27589,Saint-Pierre-de-Bailleul,23,27,3
27590,Saint-Pierre-de-Cernières,23,27,3
27591,Saint-Pierre-de-Cormeilles,23,27,3
27592,Saint-Pierre-de-Salerne,23,27,3
27593,Saint-Pierre-des-Fleurs,23,27,3
27594,Saint-Pierre-des-Ifs,23,27,3
27595,Saint-Pierre-du-Bosguérard,23,27,3
27596,Saint-Pierre-du-Mesnil,23,27,3
27597,Saint-Pierre-du-Val,23,27,3
27598,Saint-Pierre-du-Vauvray,23,27,2
27599,Saint-Pierre-la-Garenne,23,27,3
27600,Saint-Quentin-des-Isles,23,27,3
27601,Saint-Samson-de-la-Roque,23,27,3
27602,Saint-Sébastien-de-Morsent,23,27,3
27603,Saint-Siméon,23,27,3
27604,Saint-Sulpice-de-Grimbouville,23,27,3
27605,Saint-Sylvestre-de-Cormeilles,23,27,3
27606,Saint-Symphorien,23,27,3
27607,Saint-Thurien,23,27,3
27608,Saint-Victor-de-Chrétienville,23,27,3
27609,Saint-Victor-d'Épine,23,27,3
27610,Saint-Victor-sur-Avre,23,27,3
27611,Saint-Vigor,23,27,3
27612,Saint-Vincent-des-Bois,23,27,3
27613,Saint-Vincent-du-Boulay,23,27,3
27614,Sancourt,23,27,3
27615,Sassey,23,27,3
27616,La Saussaye,23,27,3
27617,Saussay-la-Campagne,23,27,3
27618,Sébécourt,23,27,3
27620,Selles,23,27,3
27621,Serez,23,27,3
27622,Serquigny,23,27,3
27623,Surtauville,23,27,3
27624,Surville,23,27,2
27625,Suzay,23,27,3
27626,Theillement,23,27,3
27627,Le Theil-Nolent,23,27,3
27628,Thevray,23,27,3
27629,Thiberville,23,27,3
27630,Thibouville,23,27,3
27631,Thierville,23,27,3
27632,Le Thil,23,27,3
27633,Les Thilliers-en-Vexin,23,27,3
27634,Thomer-la-Sôgne,23,27,3
27635,Le Thuit,23,27,3
27636,Le Thuit-Anger,23,27,3
27637,Thuit-Hébert,23,27,3
27638,Le Thuit-Signol,23,27,3
27639,Le Thuit-Simer,23,27,3
27640,Tilleul-Dame-Agnès,23,27,3
27641,Le Tilleul-Lambert,23,27,3
27642,Le Tilleul-Othon,23,27,3
27643,Tillières-sur-Avre,23,27,3
27644,Tilly,23,27,3
27645,Tocqueville,23,27,3
27646,Le Torpt,23,27,3
27647,Tosny,23,27,3
27648,Tostes,23,27,2
27649,Touffreville,23,27,3
27650,Tournedos-Bois-Hubert,23,27,3
27651,Tournedos-sur-Seine,23,27,2
27652,Tourneville,23,27,3
27653,Tourny,23,27,3
27654,Tourville-la-Campagne,23,27,3
27655,Tourville-sur-Pont-Audemer,23,27,3
27656,Toutainville,23,27,3
27657,Touville,23,27,3
27658,Le Tremblay-Omonville,23,27,3
27659,La Trinité,23,27,3
27660,La Trinité-de-Réville,23,27,3
27661,La Trinité-de-Thouberville,23,27,3
27662,Triqueville,23,27,3
27663,Le Troncq,23,27,3
27664,Le Tronquay,23,27,3
27665,Trouville-la-Haule,23,27,3
27666,La Vacherie,23,27,3
27667,Valailles,23,27,3
27668,Le Val-David,23,27,3
27669,Valletot,23,27,3
27670,Vandrimare,23,27,3
27671,Vannecrocq,23,27,3
27672,Vascœuil,23,27,3
27673,Vatteville,23,27,2
27674,Vaux-sur-Eure,23,27,3
27676,Venables,23,27,3
27677,Venon,23,27,3
27678,Les Ventes,23,27,3
27679,Verneuil-sur-Avre,23,27,3
27680,Verneusses,23,27,3
27681,Vernon,23,27,3
27682,Vesly,23,27,3
27683,Vézillon,23,27,3
27684,Le Vieil-Évreux,23,27,3
27685,La Vieille-Lyre,23,27,3
27686,Vieux-Port,23,27,3
27687,Vieux-Villez,23,27,3
27688,Villalet,23,27,3
27689,Villegats,23,27,3
27690,Villers-en-Vexin,23,27,3
27691,Villers-sur-le-Roule,23,27,3
27692,Villettes,23,27,3
27693,Sylvains-les-Moulins,23,27,3
27694,Villez-sous-Bailleul,23,27,3
27695,Villez-sur-le-Neubourg,23,27,3
27696,Villiers-en-Désœuvre,23,27,3
27697,Vironvay,23,27,2
27698,Vitot,23,27,3
27699,Voiscreville,23,27,3
27700,Vraiville,23,27,3
27701,Val-de-Reuil,23,27,2
28001,Abondant,24,28,3
28002,Allaines-Mervilliers,24,28,3
28003,Allainville,24,28,3
28004,Allonnes,24,28,3
28005,Alluyes,24,28,3
28006,Amilly,24,28,3
28007,Anet,24,28,3
28008,Ardelles,24,28,3
28009,Ardelu,24,28,3
28010,Argenvilliers,24,28,3
28012,Arrou,24,28,3
28013,Aunay-sous-Auneau,24,28,3
28014,Aunay-sous-Crécy,24,28,3
28015,Auneau,24,28,3
28016,Les Autels-Villevillon,24,28,3
28017,Autheuil,24,28,3
28018,Authon-du-Perche,24,28,3
28019,Baigneaux,24,28,3
28020,Baignolet,24,28,3
28021,Bailleau-le-Pin,24,28,3
28022,Bailleau-l'Évêque,24,28,3
28023,Bailleau-Armenonville,24,28,3
28024,Barjouville,24,28,3
28025,Barmainville,24,28,3
28026,Baudreville,24,28,3
28027,La Bazoche-Gouet,24,28,3
28028,Bazoches-en-Dunois,24,28,3
28029,Bazoches-les-Hautes,24,28,3
28030,Beauche,24,28,3
28031,Beaumont-les-Autels,24,28,3
28032,Beauvilliers,24,28,3
28033,Belhomert-Guéhouville,24,28,3
28034,Berchères-Saint-Germain,24,28,3
28035,Berchères-les-Pierres,24,28,3
28036,Berchères-sur-Vesgre,24,28,3
28037,Bérou-la-Mulotière,24,28,3
28038,Béthonvilliers,24,28,3
28039,Béville-le-Comte,24,28,3
28040,Billancelles,24,28,3
28041,Blandainville,24,28,3
28044,Boisgasson,24,28,3
28045,Boissy-en-Drouais,24,28,3
28046,Boissy-lès-Perche,24,28,3
28047,Boisville-la-Saint-Père,24,28,3
28048,La Bourdinière-Saint-Loup,24,28,3
28049,Boncé,24,28,3
28050,Boncourt,24,28,3
28051,Bonneval,24,28,3
28052,Bouglainval,24,28,3
28053,Le Boullay-les-Deux-Églises,24,28,3
28054,Le Boullay-Mivoye,24,28,3
28055,Le Boullay-Thierry,24,28,3
28056,Boutigny-Prouais,24,28,3
28057,Bouville,24,28,3
28058,Bréchamps,24,28,3
28059,Brezolles,24,28,3
28060,Briconville,24,28,3
28061,Brou,24,28,3
28062,Broué,24,28,3
28063,Brunelles,24,28,3
28064,Bû,24,28,3
28065,Bullainville,24,28,3
28066,Bullou,24,28,3
28067,Cernay,24,28,3
28068,Challet,24,28,3
28069,Champagne,24,28,3
28070,Champhol,24,28,3
28071,Champrond-en-Gâtine,24,28,3
28072,Champrond-en-Perchet,24,28,3
28073,Champseru,24,28,3
28074,La Chapelle-d'Aunainville,24,28,3
28075,La Chapelle-du-Noyer,24,28,3
28076,La Chapelle-Forainvilliers,24,28,3
28077,La Chapelle-Fortin,24,28,3
28078,Chapelle-Guillaume,24,28,3
28079,Chapelle-Royale,24,28,3
28080,Charbonnières,24,28,3
28081,Charonville,24,28,3
28082,Charpont,24,28,3
28083,Charray,24,28,3
28084,Chartainvilliers,24,28,3
28085,Chartres,24,28,3
28086,Chassant,24,28,3
28087,Châtaincourt,24,28,3
28088,Châteaudun,24,28,3
28089,Châteauneuf-en-Thymerais,24,28,3
28090,Les Châtelets,24,28,3
28091,Les Châtelliers-Notre-Dame,24,28,3
28092,Châtenay,24,28,3
28093,Châtillon-en-Dunois,24,28,3
28094,Chaudon,24,28,3
28095,Chauffours,24,28,3
28096,La Chaussée-d'Ivry,24,28,3
28098,Cherisy,24,28,3
28099,Chuisnes,24,28,3
28100,Cintray,24,28,3
28101,Civry,24,28,3
28102,Clévilliers,24,28,3
28103,Cloyes-sur-le-Loir,24,28,3
28104,Coltainville,24,28,3
28105,Combres,24,28,3
28106,Conie-Molitard,24,28,3
28107,Corancez,24,28,3
28108,Cormainville,24,28,3
28109,Les Corvées-les-Yys,24,28,3
28110,Le Coudray,24,28,3
28111,Coudray-au-Perche,24,28,3
28112,Coudreceau,24,28,3
28113,Coulombs,24,28,3
28114,Courbehaye,24,28,3
28115,Courtalain,24,28,3
28116,Courville-sur-Eure,24,28,3
28117,Crécy-Couvé,24,28,3
28118,Croisilles,24,28,3
28119,La Croix-du-Perche,24,28,3
28120,Crucey-Villages,24,28,3
28121,Dambron,24,28,3
28122,Dammarie,24,28,3
28123,Dampierre-sous-Brou,24,28,3
28124,Dampierre-sur-Avre,24,28,3
28126,Dancy,24,28,3
28127,Dangeau,24,28,3
28128,Dangers,24,28,3
28129,Denonville,24,28,3
28130,Digny,24,28,3
28132,Donnemain-Saint-Mamès,24,28,3
28133,Douy,24,28,3
28134,Dreux,24,28,3
28135,Droue-sur-Drouette,24,28,3
28136,Écluzelles,24,28,3
28137,Écrosnes,24,28,3
28139,Épeautrolles,24,28,3
28140,Épernon,24,28,3
28141,Ermenonville-la-Grande,24,28,3
28142,Ermenonville-la-Petite,24,28,3
28143,Escorpain,24,28,3
28144,Les Étilleux,24,28,3
28145,Fains-la-Folie,24,28,3
28146,Faverolles,24,28,3
28147,Favières,24,28,3
28148,Le Favril,24,28,3
28149,La Ferté-Vidame,24,28,3
28150,La Ferté-Villeneuil,24,28,3
28151,Fessanvilliers-Mattanvilliers,24,28,3
28153,Flacey,24,28,3
28154,Fontaine-la-Guyon,24,28,3
28155,Fontaine-les-Ribouts,24,28,3
28156,Fontaine-Simon,24,28,3
28157,Fontenay-sur-Conie,24,28,3
28158,Fontenay-sur-Eure,24,28,3
28159,La Framboisière,24,28,3
28160,Francourville,24,28,3
28161,Frazé,24,28,3
28162,Fresnay-le-Comte,24,28,3
28163,Fresnay-le-Gilmert,24,28,3
28164,Fresnay-l'Évêque,24,28,3
28165,Frétigny,24,28,3
28166,Friaize,24,28,3
28167,Fruncé,24,28,3
28168,Gallardon,24,28,3
28169,Garancières-en-Beauce,24,28,3
28170,Garancières-en-Drouais,24,28,3
28171,Garnay,24,28,3
28172,Gas,24,28,3
28173,Gasville-Oisème,24,28,3
28175,La Gaudaine,24,28,3
28176,Le Gault-Saint-Denis,24,28,3
28177,Gellainville,24,28,3
28178,Germainville,24,28,3
28179,Germignonville,24,28,3
28180,Gilles,24,28,3
28182,Gohory,24,28,3
28183,Gommerville,24,28,3
28184,Gouillons,24,28,3
28185,Goussainville,24,28,3
28187,Guainville,24,28,3
28188,Le Gué-de-Longroi,24,28,3
28189,Guilleville,24,28,3
28190,Guillonville,24,28,3
28191,Hanches,24,28,3
28192,Happonvilliers,24,28,3
28193,Havelu,24,28,3
28194,Houville-la-Branche,24,28,3
28195,Houx,24,28,3
28196,Illiers-Combray,24,28,3
28197,Intréville,24,28,3
28198,Jallans,24,28,3
28199,Janville,24,28,3
28200,Jaudrais,24,28,3
28201,Jouy,24,28,3
28202,Lamblore,24,28,3
28203,Landelles,24,28,3
28204,Langey,24,28,3
28205,Lanneray,24,28,3
28206,Laons,24,28,3
28207,Léthuin,24,28,3
28208,Levainville,24,28,3
28209,Lèves,24,28,3
28210,Levesville-la-Chenard,24,28,3
28211,Logron,24,28,3
28212,Loigny-la-Bataille,24,28,3
28213,Lormaye,24,28,3
28214,La Loupe,24,28,3
28215,Louville-la-Chenard,24,28,3
28216,Louvilliers-en-Drouais,24,28,3
28217,Louvilliers-lès-Perche,24,28,3
28218,Lucé,24,28,3
28219,Luigny,24,28,3
28220,Luisant,24,28,3
28221,Lumeau,24,28,3
28222,Luplanté,24,28,3
28223,Luray,24,28,3
28224,Lutz-en-Dunois,24,28,3
28225,Magny,24,28,3
28226,Maillebois,24,28,3
28227,Maintenon,24,28,3
28229,Mainvilliers,24,28,3
28230,Maisons,24,28,3
28231,La Mancelière,24,28,3
28232,Manou,24,28,3
28233,Marboué,24,28,3
28234,Marchéville,24,28,3
28235,Marchezais,24,28,3
28236,Margon,24,28,3
28237,Marolles-les-Buis,24,28,3
28239,Marville-Moutiers-Brûlé,24,28,3
28240,Meaucé,24,28,3
28241,Le Mée,24,28,3
28242,Méréglise,24,28,3
28243,Mérouville,24,28,3
28245,Meslay-le-Grenet,24,28,3
28246,Meslay-le-Vidame,24,28,3
28247,Le Mesnil-Simon,24,28,3
28248,Le Mesnil-Thomas,24,28,3
28249,Mévoisins,24,28,3
28250,Mézières-au-Perche,24,28,3
28251,Mézières-en-Drouais,24,28,3
28252,Miermaigne,24,28,3
28253,Mignières,24,28,3
28254,Mittainvilliers,24,28,3
28255,Moinville-la-Jeulin,24,28,3
28256,Moléans,24,28,3
28257,Mondonville-Saint-Jean,24,28,3
28258,Montainville,24,28,3
28259,Montboissier,24,28,3
28260,Montharville,24,28,3
28261,Montigny-le-Chartif,24,28,3
28262,Montigny-le-Gannelon,24,28,3
28263,Montigny-sur-Avre,24,28,3
28264,Montireau,24,28,3
28265,Montlandon,24,28,3
28267,Montreuil,24,28,3
28268,Morainville,24,28,3
28269,Morancez,24,28,3
28270,Moriers,24,28,3
28271,Morvilliers,24,28,3
28272,Mottereau,24,28,3
28273,Moulhard,24,28,3
28274,Moutiers,24,28,3
28275,Néron,24,28,3
28276,Neuvy-en-Beauce,24,28,3
28277,Neuvy-en-Dunois,24,28,3
28278,Nogent-le-Phaye,24,28,3
28279,Nogent-le-Roi,24,28,3
28280,Nogent-le-Rotrou,24,28,3
28281,Nogent-sur-Eure,24,28,3
28282,Nonvilliers-Grandhoux,24,28,3
28283,Nottonville,24,28,3
28284,Oinville-Saint-Liphard,24,28,3
28285,Oinville-sous-Auneau,24,28,3
28286,Ollé,24,28,3
28287,Orgères-en-Beauce,24,28,3
28288,Orlu,24,28,3
28289,Ormoy,24,28,3
28290,Orrouer,24,28,3
28291,Ouarville,24,28,3
28292,Ouerre,24,28,3
28293,Oulins,24,28,3
28294,Oysonville,24,28,3
28295,Ozoir-le-Breuil,24,28,3
28296,Péronville,24,28,3
28297,Pézy,24,28,3
28298,Pierres,24,28,3
28299,Les Pinthières,24,28,3
28300,Poinville,24,28,3
28301,Poisvilliers,24,28,3
28302,Pontgouin,24,28,3
28303,Poupry,24,28,3
28304,Prasville,24,28,3
28305,Pré-Saint-Évroult,24,28,3
28306,Pré-Saint-Martin,24,28,3
28308,Prudemanche,24,28,3
