CODGEO,LIBCOM_2014,REG,DEP,Zonage
01001,L'Abergement-Clémenciat,82,01,3
01002,L'Abergement-de-Varey,82,01,3
01004,Ambérieu-en-Bugey,82,01,3
01005,Ambérieux-en-Dombes,82,01,3
01006,Ambléon,82,01,3
01007,Ambronay,82,01,3
01008,Ambutrix,82,01,3
01009,Andert-et-Condon,82,01,3
01010,Anglefort,82,01,3
01011,Apremont,82,01,3
01012,Aranc,82,01,3
01013,Arandas,82,01,3
01014,Arbent,82,01,3
01015,Arbignieu,82,01,3
01016,Arbigny,82,01,3
01017,Argis,82,01,3
01019,Armix,82,01,3
01021,Ars-sur-Formans,82,01,3
01022,Artemare,82,01,3
01023,Asnières-sur-Saône,82,01,3
01024,Attignat,82,01,3
01025,Bâgé-la-Ville,82,01,3
01026,Bâgé-le-Châtel,82,01,3
01027,Balan,82,01,3
01028,Baneins,82,01,3
01029,Beaupont,82,01,3
01030,Beauregard,82,01,2
01031,Bellignat,82,01,3
01032,Béligneux,82,01,3
01033,Bellegarde-sur-Valserine,82,01,3
01034,Belley,82,01,3
01035,Belleydoux,82,01,3
01036,Belmont-Luthézieu,82,01,3
01037,Bénonces,82,01,3
01038,Bény,82,01,3
01039,Béon,82,01,3
01040,Béréziat,82,01,3
01041,Bettant,82,01,3
01042,Bey,82,01,3
01043,Beynost,82,01,2
01044,Billiat,82,01,3
01045,Birieux,82,01,3
01046,Biziat,82,01,3
01047,Blyes,82,01,3
01049,La Boisse,82,01,2
01050,Boissey,82,01,3
01051,Bolozon,82,01,3
01052,Bouligneux,82,01,3
01053,Bourg-en-Bresse,82,01,3
01054,Bourg-Saint-Christophe,82,01,3
01056,Boyeux-Saint-Jérôme,82,01,3
01057,Boz,82,01,3
01058,Brégnier-Cordon,82,01,3
01059,Brénaz,82,01,3
01060,Brénod,82,01,3
01061,Brens,82,01,3
01062,Bressolles,82,01,3
01063,Brion,82,01,3
01064,Briord,82,01,3
01065,Buellas,82,01,3
01066,La Burbanche,82,01,3
01067,Ceignes,82,01,3
01068,Cerdon,82,01,3
01069,Certines,82,01,3
01071,Cessy,82,01,2
01072,Ceyzériat,82,01,3
01073,Ceyzérieu,82,01,3
01074,Chalamont,82,01,3
01075,Chaleins,82,01,3
01076,Chaley,82,01,3
01077,Challes-la-Montagne,82,01,3
01078,Challex,82,01,2
01079,Champagne-en-Valromey,82,01,3
01080,Champdor,82,01,3
01081,Champfromier,82,01,3
01082,Chanay,82,01,3
01083,Chaneins,82,01,3
01084,Chanoz-Châtenay,82,01,3
01085,La Chapelle-du-Châtelard,82,01,3
01087,Charix,82,01,3
01088,Charnoz-sur-Ain,82,01,3
01089,Château-Gaillard,82,01,3
01090,Châtenay,82,01,3
01091,Châtillon-en-Michaille,82,01,3
01092,Châtillon-la-Palud,82,01,3
01093,Châtillon-sur-Chalaronne,82,01,3
01094,Chavannes-sur-Reyssouze,82,01,3
01095,Chavannes-sur-Suran,82,01,3
01096,Chaveyriat,82,01,3
01097,Chavornay,82,01,3
01098,Chazey-Bons,82,01,3
01099,Chazey-sur-Ain,82,01,3
01100,Cheignieu-la-Balme,82,01,3
01101,Chevillard,82,01,3
01102,Chevroux,82,01,3
01103,Chevry,82,01,2
01104,Chézery-Forens,82,01,3
01105,Civrieux,82,01,3
01106,Cize,82,01,3
01107,Cleyzieu,82,01,3
01108,Coligny,82,01,3
01109,Collonges,82,01,2
01110,Colomieu,82,01,3
01111,Conand,82,01,3
01112,Condamine,82,01,3
01113,Condeissiat,82,01,3
01114,Confort,82,01,3
01115,Confrançon,82,01,3
01116,Contrevoz,82,01,3
01117,Conzieu,82,01,3
01118,Corbonod,82,01,3
01119,Corcelles,82,01,3
01121,Corlier,82,01,3
01122,Cormaranche-en-Bugey,82,01,3
01123,Cormoranche-sur-Saône,82,01,3
01124,Cormoz,82,01,3
01125,Corveissiat,82,01,3
01127,Courmangoux,82,01,3
01128,Courtes,82,01,3
01129,Crans,82,01,3
01130,Cras-sur-Reyssouze,82,01,3
01133,Cressin-Rochefort,82,01,3
01134,Crottet,82,01,3
01135,Crozet,82,01,2
01136,Cruzilles-lès-Mépillat,82,01,3
01138,Culoz,82,01,3
01139,Curciat-Dongalon,82,01,3
01140,Curtafond,82,01,3
01141,Cuzieu,82,01,3
01142,Dagneux,82,01,2
01143,Divonne-les-Bains,82,01,2
01144,Dommartin,82,01,3
01145,Dompierre-sur-Veyle,82,01,3
01146,Dompierre-sur-Chalaronne,82,01,3
01147,Domsure,82,01,3
01148,Dortan,82,01,3
01149,Douvres,82,01,3
01150,Drom,82,01,3
01151,Druillat,82,01,3
01152,Échallon,82,01,3
01153,Échenevex,82,01,2
01154,Étrez,82,01,3
01155,Évosges,82,01,3
01156,Faramans,82,01,3
01157,Fareins,82,01,3
01158,Farges,82,01,2
01159,Feillens,82,01,3
01160,Ferney-Voltaire,82,01,2
01162,Flaxieu,82,01,3
01163,Foissiat,82,01,3
01165,Francheleins,82,01,3
01166,Frans,82,01,2
01167,Garnerans,82,01,3
01169,Genouilleux,82,01,3
01170,Béard-Géovreissiat,82,01,3
01171,Géovreisset,82,01,3
01172,Germagnat,82,01,3
01173,Gex,82,01,2
01174,Giron,82,01,3
01175,Gorrevod,82,01,3
01176,Le Grand-Abergement,82,01,3
01177,Grand-Corent,82,01,3
01179,Grièges,82,01,3
01180,Grilly,82,01,2
01181,Groissiat,82,01,3
01182,Groslée,82,01,3
01183,Guéreins,82,01,3
01184,Hautecourt-Romanèche,82,01,3
01185,Hauteville-Lompnes,82,01,3
01186,Hostiaz,82,01,3
01187,Hotonnes,82,01,3
01188,Illiat,82,01,3
01189,Injoux-Génissiat,82,01,3
01190,Innimond,82,01,3
01191,Izenave,82,01,3
01192,Izernore,82,01,3
01193,Izieu,82,01,3
01194,Jassans-Riottier,82,01,2
01195,Jasseron,82,01,3
01196,Jayat,82,01,3
01197,Journans,82,01,3
01198,Joyeux,82,01,3
01199,Jujurieux,82,01,3
01200,Labalme,82,01,3
01202,Lagnieu,82,01,3
01203,Laiz,82,01,3
01204,Lalleyriat,82,01,3
01205,Lancrans,82,01,3
01206,Lantenay,82,01,3
01207,Lapeyrouse,82,01,3
01208,Lavours,82,01,3
01209,Léaz,82,01,2
01210,Lélex,82,01,3
01211,Lent,82,01,3
01212,Lescheroux,82,01,3
01213,Leyment,82,01,3
01214,Leyssard,82,01,3
01215,Lhôpital,82,01,3
01216,Lhuis,82,01,3
01218,Lochieu,82,01,3
01219,Lompnas,82,01,3
01221,Lompnieu,82,01,3
01224,Loyettes,82,01,3
01225,Lurcy,82,01,3
01227,Magnieu,82,01,3
01228,Maillat,82,01,3
01229,Malafretaz,82,01,3
01230,Mantenay-Montlin,82,01,3
01231,Manziat,82,01,3
01232,Marboz,82,01,3
01233,Marchamp,82,01,3
01234,Marignieu,82,01,3
01235,Marlieux,82,01,3
01236,Marsonnas,82,01,3
01237,Martignat,82,01,3
01238,Massieux,82,01,2
01239,Massignieu-de-Rives,82,01,3
01240,Matafelon-Granges,82,01,3
01241,Meillonnas,82,01,3
01242,Mérignat,82,01,3
01243,Messimy-sur-Saône,82,01,3
01244,Meximieux,82,01,3
01245,Bohas-Meyriat-Rignat,82,01,3
01246,Mézériat,82,01,3
01247,Mijoux,82,01,3
01248,Mionnay,82,01,3
01249,Miribel,82,01,2
01250,Misérieux,82,01,2
01252,Mogneneins,82,01,3
01254,Montagnat,82,01,3
01255,Montagnieu,82,01,3
01257,Montanges,82,01,3
01258,Montceaux,82,01,3
01259,Montcet,82,01,3
01260,Le Montellier,82,01,3
01261,Monthieux,82,01,3
01262,Montluel,82,01,2
01263,Montmerle-sur-Saône,82,01,3
01264,Montracol,82,01,3
01265,Montréal-la-Cluse,82,01,3
01266,Montrevel-en-Bresse,82,01,3
01267,Nurieux-Volognat,82,01,3
01268,Murs-et-Gélignieux,82,01,3
01269,Nantua,82,01,3
01271,Nattages,82,01,3
01272,Neuville-les-Dames,82,01,3
01273,Neuville-sur-Ain,82,01,3
01274,Les Neyrolles,82,01,3
01275,Neyron,82,01,2
01276,Niévroz,82,01,3
01277,Nivollet-Montgriffon,82,01,3
01279,Oncieu,82,01,3
01280,Ordonnaz,82,01,3
01281,Ornex,82,01,2
01282,Outriaz,82,01,3
01283,Oyonnax,82,01,3
01284,Ozan,82,01,3
01285,Parcieux,82,01,2
01286,Parves,82,01,3
01288,Péron,82,01,2
01289,Péronnas,82,01,3
01290,Pérouges,82,01,3
01291,Perrex,82,01,3
01292,Le Petit-Abergement,82,01,3
01293,Peyriat,82,01,3
01294,Peyrieu,82,01,3
01295,Peyzieux-sur-Saône,82,01,3
01296,Pirajoux,82,01,3
01297,Pizay,82,01,3
01298,Plagne,82,01,3
01299,Le Plantay,82,01,3
01300,Le Poizat,82,01,3
01301,Polliat,82,01,3
01302,Pollieu,82,01,3
01303,Poncin,82,01,3
01304,Pont-d'Ain,82,01,3
01305,Pont-de-Vaux,82,01,3
01306,Pont-de-Veyle,82,01,3
01307,Port,82,01,3
01308,Pougny,82,01,2
01309,Pouillat,82,01,3
01310,Prémeyzel,82,01,3
01311,Prémillieu,82,01,3
01312,Pressiat,82,01,3
01313,Prévessin-Moëns,82,01,2
01314,Priay,82,01,3
01316,Pugieu,82,01,3
01317,Ramasse,82,01,3
01318,Rancé,82,01,3
01319,Relevant,82,01,3
01320,Replonges,82,01,3
01321,Revonnas,82,01,3
01322,Reyrieux,82,01,2
01323,Reyssouze,82,01,3
01325,Rignieux-le-Franc,82,01,3
01328,Romans,82,01,3
01329,Rossillon,82,01,3
01330,Ruffieu,82,01,3
01331,Saint-Alban,82,01,3
01332,Saint-André-de-Bâgé,82,01,3
01333,Saint-André-de-Corcy,82,01,3
01334,Saint-André-d'Huiriat,82,01,3
01335,Saint-André-le-Bouchoux,82,01,3
01336,Saint-André-sur-Vieux-Jonc,82,01,3
01337,Saint-Bénigne,82,01,3
01338,Saint-Benoît,82,01,3
01339,Saint-Bernard,82,01,3
01340,Saint-Bois,82,01,3
01341,Saint-Champ,82,01,3
01342,Sainte-Croix,82,01,3
01343,Saint-Cyr-sur-Menthon,82,01,3
01344,Saint-Denis-lès-Bourg,82,01,3
01345,Saint-Denis-en-Bugey,82,01,3
01346,Saint-Didier-d'Aussiat,82,01,3
01347,Saint-Didier-de-Formans,82,01,2
01348,Saint-Didier-sur-Chalaronne,82,01,3
01349,Saint-Éloi,82,01,3
01350,Saint-Étienne-du-Bois,82,01,3
01351,Saint-Étienne-sur-Chalaronne,82,01,3
01352,Saint-Étienne-sur-Reyssouze,82,01,3
01353,Sainte-Euphémie,82,01,2
01354,Saint-Genis-Pouilly,82,01,2
01355,Saint-Genis-sur-Menthon,82,01,3
01356,Saint-Georges-sur-Renon,82,01,3
01357,Saint-Germain-de-Joux,82,01,3
01358,Saint-Germain-les-Paroisses,82,01,3
01359,Saint-Germain-sur-Renon,82,01,3
01360,Saint-Jean-de-Gonville,82,01,2
01361,Saint-Jean-de-Niost,82,01,3
01362,Saint-Jean-de-Thurigneux,82,01,3
01363,Saint-Jean-le-Vieux,82,01,3
01364,Saint-Jean-sur-Reyssouze,82,01,3
01365,Saint-Jean-sur-Veyle,82,01,3
01366,Sainte-Julie,82,01,3
01367,Saint-Julien-sur-Reyssouze,82,01,3
01368,Saint-Julien-sur-Veyle,82,01,3
01369,Saint-Just,82,01,3
01370,Saint-Laurent-sur-Saône,82,01,3
01371,Saint-Marcel,82,01,3
01372,Saint-Martin-de-Bavel,82,01,3
01373,Saint-Martin-du-Frêne,82,01,3
01374,Saint-Martin-du-Mont,82,01,3
01375,Saint-Martin-le-Châtel,82,01,3
01376,Saint-Maurice-de-Beynost,82,01,2
01378,Saint-Maurice-de-Gourdans,82,01,3
01379,Saint-Maurice-de-Rémens,82,01,3
01380,Saint-Nizier-le-Bouchoux,82,01,3
01381,Saint-Nizier-le-Désert,82,01,3
01382,Sainte-Olive,82,01,3
01383,Saint-Paul-de-Varax,82,01,3
01384,Saint-Rambert-en-Bugey,82,01,3
01385,Saint-Rémy,82,01,3
01386,Saint-Sorlin-en-Bugey,82,01,3
01387,Saint-Sulpice,82,01,3
01388,Saint-Trivier-de-Courtes,82,01,3
01389,Saint-Trivier-sur-Moignans,82,01,3
01390,Saint-Vulbas,82,01,3
01391,Salavre,82,01,3
01392,Samognat,82,01,3
01393,Sandrans,82,01,3
01396,Sault-Brénaz,82,01,3
01397,Sauverny,82,01,2
01398,Savigneux,82,01,3
01399,Ségny,82,01,2
01400,Seillonnaz,82,01,3
01401,Sergy,82,01,2
01402,Sermoyer,82,01,3
01403,Serrières-de-Briord,82,01,3
01404,Serrières-sur-Ain,82,01,3
01405,Servas,82,01,3
01406,Servignat,82,01,3
01407,Seyssel,82,01,3
01408,Simandre-sur-Suran,82,01,3
01409,Songieu,82,01,3
01410,Sonthonnax-la-Montagne,82,01,3
01411,Souclin,82,01,3
01412,Sulignat,82,01,3
01413,Surjoux,82,01,3
01414,Sutrieu,82,01,3
01415,Talissieu,82,01,3
01416,Tenay,82,01,3
01417,Thézillieu,82,01,3
01418,Thil,82,01,3
01419,Thoiry,82,01,2
01420,Thoissey,82,01,3
01421,Torcieu,82,01,3
01422,Tossiat,82,01,3
01423,Toussieux,82,01,2
01424,Tramoyes,82,01,3
01425,La Tranclière,82,01,3
01426,Treffort-Cuisiat,82,01,3
01427,Trévoux,82,01,2
01428,Valeins,82,01,3
01429,Vandeins,82,01,3
01430,Varambon,82,01,3
01431,Vaux-en-Bugey,82,01,3
01432,Verjon,82,01,3
01433,Vernoux,82,01,3
01434,Versailleux,82,01,3
01435,Versonnex,82,01,2
01436,Vesancy,82,01,2
01437,Vescours,82,01,3
01439,Vésines,82,01,3
01441,Vieu-d'Izenave,82,01,3
01442,Vieu,82,01,3
01443,Villars-les-Dombes,82,01,3
01444,Villebois,82,01,3
01445,Villemotier,82,01,3
01446,Villeneuve,82,01,3
01447,Villereversure,82,01,3
01448,Villes,82,01,3
01449,Villette-sur-Ain,82,01,3
01450,Villieu-Loyes-Mollon,82,01,3
01451,Viriat,82,01,3
01452,Virieu-le-Grand,82,01,3
01453,Virieu-le-Petit,82,01,3
01454,Virignin,82,01,3
01456,Vongnes,82,01,3
01457,Vonnas,82,01,3
02001,Abbécourt,22,02,3
02002,Achery,22,02,3
02003,Acy,22,02,3
02004,Agnicourt-et-Séchelles,22,02,3
02005,Aguilcourt,22,02,3
02006,Aisonville-et-Bernoville,22,02,3
02007,Aizelles,22,02,3
02008,Aizy-Jouy,22,02,3
02009,Alaincourt,22,02,3
02010,Allemant,22,02,3
02011,Ambleny,22,02,3
02012,Ambrief,22,02,3
02013,Amifontaine,22,02,3
02014,Amigny-Rouy,22,02,3
02015,Ancienville,22,02,3
02016,Andelain,22,02,3
02017,Anguilcourt-le-Sart,22,02,3
02018,Anizy-le-Château,22,02,3
02019,Annois,22,02,3
02020,Any-Martin-Rieux,22,02,3
02021,Archon,22,02,3
02022,Arcy-Sainte-Restitue,22,02,3
02023,Armentières-sur-Ourcq,22,02,3
02024,Arrancy,22,02,3
02025,Artemps,22,02,3
02026,Artonges,22,02,3
02027,Assis-sur-Serre,22,02,3
02028,Athies-sous-Laon,22,02,3
02029,Attilly,22,02,3
02030,Aubencheul-aux-Bois,22,02,3
02031,Aubenton,22,02,3
02032,Aubigny-aux-Kaisnes,22,02,3
02033,Aubigny-en-Laonnois,22,02,3
02034,Audignicourt,22,02,3
02035,Audigny,22,02,3
02036,Augy,22,02,3
02037,Aulnois-sous-Laon,22,02,3
02038,Les Autels,22,02,3
02039,Autremencourt,22,02,3
02040,Autreppes,22,02,3
02041,Autreville,22,02,3
02042,Azy-sur-Marne,22,02,3
02043,Bagneux,22,02,3
02044,Bancigny,22,02,3
02046,Barenton-Bugny,22,02,3
02047,Barenton-Cel,22,02,3
02048,Barenton-sur-Serre,22,02,3
02049,Barisis,22,02,3
02050,Barzy-en-Thiérache,22,02,3
02051,Barzy-sur-Marne,22,02,3
02052,Bassoles-Aulers,22,02,3
02053,Baulne-en-Brie,22,02,3
02054,Bazoches-sur-Vesles,22,02,3
02055,Beaumé,22,02,3
02056,Beaumont-en-Beine,22,02,3
02057,Beaurevoir,22,02,3
02058,Beaurieux,22,02,3
02059,Beautor,22,02,3
02060,Beauvois-en-Vermandois,22,02,3
02061,Becquigny,22,02,3
02062,Belleau,22,02,3
02063,Bellenglise,22,02,3
02064,Belleu,22,02,3
02065,Bellicourt,22,02,3
02066,Benay,22,02,3
02067,Bergues-sur-Sambre,22,02,3
02068,Berlancourt,22,02,3
02069,Berlise,22,02,3
02070,Bernot,22,02,3
02071,Berny-Rivière,22,02,3
02072,Berrieux,22,02,3
02073,Berry-au-Bac,22,02,3
02074,Bertaucourt-Epourdon,22,02,3
02075,Berthenicourt,22,02,3
02076,Bertricourt,22,02,3
02077,Berzy-le-Sec,22,02,3
02078,Besmé,22,02,3
02079,Besmont,22,02,3
02080,Besny-et-Loizy,22,02,3
02081,Béthancourt-en-Vaux,22,02,3
02082,Beugneux,22,02,3
02083,Beuvardes,22,02,3
02084,Bézu-le-Guéry,22,02,3
02085,Bézu-Saint-Germain,22,02,3
02086,Bichancourt,22,02,3
02087,Bieuxy,22,02,3
02088,Bièvres,22,02,3
02089,Billy-sur-Aisne,22,02,3
02090,Billy-sur-Ourcq,22,02,3
02091,Blanzy-lès-Fismes,22,02,3
02093,Blérancourt,22,02,3
02094,Blesmes,22,02,3
02095,Bohain-en-Vermandois,22,02,3
02096,Bois-lès-Pargny,22,02,3
02097,Boncourt,22,02,3
02098,Bonneil,22,02,3
02099,Bonnesvalyn,22,02,3
02100,Bony,22,02,3
02101,Bosmont-sur-Serre,22,02,3
02102,Bouconville-Vauclair,22,02,3
02103,Boué,22,02,3
02104,Bouffignereux,22,02,3
02105,Bouresches,22,02,3
02106,Bourg-et-Comin,22,02,3
02107,Bourguignon-sous-Coucy,22,02,3
02108,Bourguignon-sous-Montbavin,22,02,3
02109,La Bouteille,22,02,3
02110,Braine,22,02,3
02111,Brancourt-en-Laonnois,22,02,3
02112,Brancourt-le-Grand,22,02,3
02114,Brasles,22,02,3
02115,Braye-en-Laonnois,22,02,3
02116,Braye-en-Thiérache,22,02,3
02117,Bray-Saint-Christophe,22,02,3
02118,Braye,22,02,3
02119,Brécy,22,02,3
02120,Brenelle,22,02,3
02121,Breny,22,02,3
02122,Brie,22,02,3
02123,Brissay-Choigny,22,02,3
02124,Brissy-Hamégicourt,22,02,3
02125,Brumetz,22,02,3
02126,Brunehamel,22,02,3
02127,Bruyères-sur-Fère,22,02,3
02128,Bruyères-et-Montbérault,22,02,3
02129,Bruys,22,02,3
02130,Bucilly,22,02,3
02131,Bucy-le-Long,22,02,3
02132,Bucy-lès-Cerny,22,02,3
02133,Bucy-lès-Pierrepont,22,02,3
02134,Buire,22,02,3
02135,Buironfosse,22,02,3
02136,Burelles,22,02,3
02137,Bussiares,22,02,3
02138,Buzancy,22,02,3
02139,Caillouël-Crépigny,22,02,3
02140,Camelin,22,02,3
02141,La Capelle,22,02,3
02142,Castres,22,02,3
02143,Le Catelet,22,02,3
02144,Caulaincourt,22,02,3
02145,Caumont,22,02,3
02146,Celles-lès-Condé,22,02,3
02147,La Celle-sous-Montmirail,22,02,3
02148,Celles-sur-Aisne,22,02,3
02149,Cerizy,22,02,3
02150,Cerny-en-Laonnois,22,02,3
02151,Cerny-lès-Bucy,22,02,3
02152,Cerseuil,22,02,3
02153,Cessières,22,02,3
02154,Chacrise,22,02,3
02155,Chaillevois,22,02,3
02156,Chalandry,22,02,3
02157,Chambry,22,02,3
02158,Chamouille,22,02,3
02159,Champs,22,02,3
02160,Chaourse,22,02,3
02161,La Chapelle-Monthodon,22,02,3
02162,La Chapelle-sur-Chézy,22,02,3
02163,Charly-sur-Marne,22,02,3
02164,Le Charmel,22,02,3
02165,Charmes,22,02,3
02166,Chartèves,22,02,3
02167,Chassemy,22,02,3
02168,Château-Thierry,22,02,3
02169,Châtillon-lès-Sons,22,02,3
02170,Châtillon-sur-Oise,22,02,3
02171,Chaudardes,22,02,3
02172,Chaudun,22,02,3
02173,Chauny,22,02,3
02174,Chavignon,22,02,3
02175,Chavigny,22,02,3
02176,Chavonne,22,02,3
02177,Chérêt,22,02,3
02178,Chermizy-Ailles,22,02,3
02179,Chéry-Chartreuve,22,02,3
02180,Chéry-lès-Pouilly,22,02,3
02181,Chéry-lès-Rozoy,22,02,3
02182,Chevennes,22,02,3
02183,Chevregny,22,02,3
02184,Chevresis-Monceau,22,02,3
02185,Chézy-en-Orxois,22,02,3
02186,Chézy-sur-Marne,22,02,3
02187,Chierry,22,02,3
02188,Chigny,22,02,3
02189,Chivres-en-Laonnois,22,02,3
02190,Chivres-Val,22,02,3
02191,Chivy-lès-Étouvelles,22,02,3
02192,Chouy,22,02,3
02193,Cierges,22,02,3
02194,Cilly,22,02,3
02195,Ciry-Salsogne,22,02,3
02196,Clacy-et-Thierret,22,02,3
02197,Clairfontaine,22,02,3
02198,Clamecy,22,02,3
02199,Clastres,22,02,3
02200,Clermont-les-Fermes,22,02,3
02201,Cœuvres-et-Valsery,22,02,3
02203,Coincy,22,02,3
02204,Coingt,22,02,3
02205,Colligis-Crandelain,22,02,3
02206,Colonfay,22,02,3
02207,Commenchon,22,02,3
02208,Concevreux,22,02,3
02209,Condé-en-Brie,22,02,3
02210,Condé-sur-Aisne,22,02,3
02211,Condé-sur-Suippe,22,02,3
02212,Condren,22,02,3
02213,Connigis,22,02,3
02214,Contescourt,22,02,3
02215,Corbeny,22,02,3
02216,Corcy,22,02,3
02217,Coucy-le-Château-Auffrique,22,02,3
02218,Coucy-lès-Eppes,22,02,3
02219,Coucy-la-Ville,22,02,3
02220,Coulonges-Cohan,22,02,3
02221,Coupru,22,02,3
02222,Courbes,22,02,3
02223,Courboin,22,02,3
02224,Courcelles-sur-Vesle,22,02,3
02225,Courchamps,22,02,3
02226,Courmelles,22,02,3
02227,Courmont,22,02,3
02228,Courtemont-Varennes,22,02,3
02229,Courtrizy-et-Fussigny,22,02,3
02230,Couvrelles,22,02,3
02231,Couvron-et-Aumencourt,22,02,3
02232,Coyolles,22,02,3
02233,Cramaille,22,02,3
02234,Craonne,22,02,3
02235,Craonnelle,22,02,3
02236,Crécy-au-Mont,22,02,3
02237,Crécy-sur-Serre,22,02,3
02238,Crépy,22,02,3
02239,Crézancy,22,02,3
02240,Croix-Fonsomme,22,02,3
02241,La Croix-sur-Ourcq,22,02,3
02242,Crouttes-sur-Marne,22,02,3
02243,Crouy,22,02,3
02244,Crupilly,22,02,3
02245,Cuffies,22,02,3
02246,Cugny,22,02,3
02248,Cuirieux,22,02,3
02249,Cuiry-Housse,22,02,3
02250,Cuiry-lès-Chaudardes,22,02,3
02251,Cuiry-lès-Iviers,22,02,3
02252,Cuissy-et-Geny,22,02,3
02253,Cuisy-en-Almont,22,02,3
02254,Cutry,22,02,3
02255,Cys-la-Commune,22,02,3
02256,Dagny-Lambercy,22,02,3
02257,Dallon,22,02,3
02258,Dammard,22,02,3
02259,Dampleux,22,02,3
02260,Danizy,22,02,3
02261,Dercy,22,02,3
02262,Deuillet,22,02,3
02263,Dhuizel,22,02,3
02264,Dizy-le-Gros,22,02,3
02265,Dohis,22,02,3
02266,Dolignon,22,02,3
02267,Dommiers,22,02,3
02268,Domptin,22,02,3
02269,Dorengt,22,02,3
02270,Douchy,22,02,3
02271,Dravegny,22,02,3
02272,Droizy,22,02,3
02273,Dury,22,02,3
02274,Ébouleau,22,02,3
02275,Effry,22,02,3
02276,Englancourt,22,02,3
02277,Épagny,22,02,3
02278,Éparcy,22,02,3
02279,Épaux-Bézu,22,02,3
02280,Épieds,22,02,3
02281,L'Épine-aux-Bois,22,02,3
02282,Eppes,22,02,3
02283,Erlon,22,02,3
02284,Erloy,22,02,3
02286,Esquéhéries,22,02,3
02287,Essigny-le-Grand,22,02,3
02288,Essigny-le-Petit,22,02,3
02289,Essises,22,02,3
02290,Essômes-sur-Marne,22,02,3
02291,Estrées,22,02,3
02292,Étampes-sur-Marne,22,02,3
02293,Étaves-et-Bocquiaux,22,02,3
02294,Étouvelles,22,02,3
02295,Étréaupont,22,02,3
02296,Étreillers,22,02,3
02297,Étrépilly,22,02,3
02298,Étreux,22,02,3
02299,Évergnicourt,22,02,3
02301,Faucoucourt,22,02,3
02302,Faverolles,22,02,3
02303,Fayet,22,02,3
02304,La Fère,22,02,3
02305,Fère-en-Tardenois,22,02,3
02306,La Ferté-Chevresis,22,02,3
02307,La Ferté-Milon,22,02,3
02308,Fesmy-le-Sart,22,02,3
02309,Festieux,22,02,3
02310,Fieulaine,22,02,3
02311,Filain,22,02,3
02312,La Flamengrie,22,02,3
02313,Flavigny-le-Grand-et-Beaurain,22,02,3
02315,Flavy-le-Martel,22,02,3
02316,Fleury,22,02,3
02317,Fluquières,22,02,3
02318,Folembray,22,02,3
02319,Fonsomme,22,02,3
02320,Fontaine-lès-Clercs,22,02,3
02321,Fontaine-lès-Vervins,22,02,3
02322,Fontaine-Notre-Dame,22,02,3
02323,Fontaine-Uterte,22,02,3
02324,Fontenelle,22,02,3
02325,Fontenelle-en-Brie,22,02,3
02326,Fontenoy,22,02,3
02327,Foreste,22,02,3
02328,Fossoy,22,02,3
02329,Fourdrain,22,02,3
02330,Francilly-Selency,22,02,3
02331,Franqueville,22,02,3
02332,Fresnes-en-Tardenois,22,02,3
02333,Fresnes,22,02,3
02334,Fresnoy-le-Grand,22,02,3
02335,Fressancourt,22,02,3
02336,Frières-Faillouël,22,02,3
02337,Froidestrées,22,02,3
02338,Froidmont-Cohartille,22,02,3
02339,Gandelu,22,02,3
02340,Gauchy,22,02,3
02341,Gercy,22,02,3
02342,Gergny,22,02,3
02343,Germaine,22,02,3
02344,Gernicourt,22,02,3
02345,Gibercourt,22,02,3
02346,Gizy,22,02,3
02347,Gland,22,02,3
02348,Glennes,22,02,3
02349,Goudelancourt-lès-Berrieux,22,02,3
02350,Goudelancourt-lès-Pierrepont,22,02,3
02351,Goussancourt,22,02,3
02352,Gouy,22,02,3
02353,Grandlup-et-Fay,22,02,3
02354,Grandrieux,22,02,3
02355,Gricourt,22,02,3
02356,Grisolles,22,02,3
02357,Gronard,22,02,3
02358,Grougis,22,02,3
02359,Grugies,22,02,3
02360,Guignicourt,22,02,3
02361,Guise,22,02,3
02362,Guivry,22,02,3
02363,Guny,22,02,3
02364,Guyencourt,22,02,3
02366,Hannapes,22,02,3
02367,Happencourt,22,02,3
02368,Haramont,22,02,3
02369,Harcigny,22,02,3
02370,Hargicourt,22,02,3
02371,Harly,22,02,3
02372,Hartennes-et-Taux,22,02,3
02373,Hary,22,02,3
02374,Lehaucourt,22,02,3
02375,Hautevesnes,22,02,3
02376,Hauteville,22,02,3
02377,Haution,22,02,3
02378,La Hérie,22,02,3
02379,Le Hérie-la-Viéville,22,02,3
02380,Hinacourt,22,02,3
02381,Hirson,22,02,3
02382,Holnon,22,02,3
02383,Homblières,22,02,3
02384,Houry,22,02,3
02385,Housset,22,02,3
02386,Iron,22,02,3
02387,Itancourt,22,02,3
02388,Iviers,22,02,3
02389,Jaulgonne,22,02,3
02390,Jeancourt,22,02,3
02391,Jeantes,22,02,3
02392,Joncourt,22,02,3
02393,Jouaignes,22,02,3
02395,Jumencourt,22,02,3
02396,Jumigny,22,02,3
02397,Jussy,22,02,3
02398,Juvigny,22,02,3
02399,Juvincourt-et-Damary,22,02,3
02400,Laffaux,22,02,3
02401,Laigny,22,02,3
02402,Lanchy,22,02,3
02403,Landifay-et-Bertaignemont,22,02,3
02404,Landouzy-la-Cour,22,02,3
02405,Landouzy-la-Ville,22,02,3
02406,Landricourt,22,02,3
02407,Laniscourt,22,02,3
